timestamp,extrx_raw.ch0,extrx_raw.ch1,extrx_raw.ch2,extrx_raw.ch3,extrx_raw.ch4,extrx_raw.ch5,extrx_raw.ch6,extrx_raw.ch7
2161327,0,0,0,0,0,0,0,0
2161427,0,0,0,0,0,0,0,0
2161527,0,0,0,0,0,0,0,0
2161627,0,0,0,0,0,0,0,0
2161727,0,0,0,0,0,0,0,0
2161827,0,0,0,0,0,0,0,0
2161926,0,0,0,0,0,0,0,0
2162026,0,0,0,0,0,0,0,0
2162126,0,0,0,0,0,0,0,0
2162225,0,0,0,0,0,0,0,0
2162325,0,0,0,0,0,0,0,0
2162425,0,0,0,0,0,0,0,0
2162525,0,0,0,0,0,0,0,0
2162625,0,0,0,0,0,0,0,0
2162725,0,0,0,0,0,0,0,0
2162825,0,0,0,0,0,0,0,0
2162925,0,0,0,0,0,0,0,0
2163025,0,0,0,0,0,0,0,0
2163125,0,0,0,0,0,0,0,0
2163225,0,0,0,0,0,0,0,0
2163325,0,0,0,0,0,0,0,0
2163425,0,0,0,0,0,0,0,0
2163525,0,0,0,0,0,0,0,0
2163625,0,0,0,0,0,0,0,0
2163725,0,0,0,0,0,0,0,0
2163825,0,0,0,0,0,0,0,0
2163925,0,0,0,0,0,0,0,0
2164025,0,0,0,0,0,0,0,0
2164125,0,0,0,0,0,0,0,0
2164225,0,0,0,0,0,0,0,0
2164325,0,0,0,0,0,0,0,0
2164425,0,0,0,0,0,0,0,0
2164525,0,0,0,0,0,0,0,0
2164625,0,0,0,0,0,0,0,0
2164725,0,0,0,0,0,0,0,0
2164825,0,0,0,0,0,0,0,0
2164925,0,0,0,0,0,0,0,0
2165025,0,0,0,0,0,0,0,0
2165125,0,0,0,0,0,0,0,0
2165225,0,0,0,0,0,0,0,0
2165325,0,0,0,0,0,0,0,0
2165425,0,0,0,0,0,0,0,0
2165525,0,0,0,0,0,0,0,0
2165625,0,0,0,0,0,0,0,0
2165725,0,0,0,0,0,0,0,0
2165825,0,0,0,0,0,0,0,0
2165925,0,0,0,0,0,0,0,0
2166025,0,0,0,0,0,0,0,0
2166125,0,0,0,0,0,0,0,0
2166225,0,0,0,0,0,0,0,0
2166325,0,0,0,0,0,0,0,0
2166425,0,0,0,0,0,0,0,0
2166525,0,0,0,0,0,0,0,0
2166625,0,0,0,0,0,0,0,0
2166725,0,0,0,0,0,0,0,0
2166825,0,0,0,0,0,0,0,0
2166925,0,0,0,0,0,0,0,0
2167025,0,0,0,0,0,0,0,0
2167125,0,0,0,0,0,0,0,0
2167225,0,0,0,0,0,0,0,0
2167325,0,0,0,0,0,0,0,0
2167425,0,0,0,0,0,0,0,0
2167525,0,0,0,0,0,0,0,0
2167625,0,0,0,0,0,0,0,0
2167725,0,0,0,0,0,0,0,0
2167825,0,0,0,0,0,0,0,0
2167925,0,0,0,0,0,0,0,0
2168025,0,0,0,0,0,0,0,0
2168125,0,0,0,0,0,0,0,0
2168225,0,0,0,0,0,0,0,0
2168325,0,0,0,0,0,0,0,0
2168425,0,0,0,0,0,0,0,0
2168525,0,0,0,0,0,0,0,0
2168625,0,0,0,0,0,0,0,0
2168725,0,0,0,0,0,0,0,0
2168825,0,0,0,0,0,0,0,0
2168925,0,0,0,0,0,0,0,0
2169025,0,0,0,0,0,0,0,0
2169125,0,0,0,0,0,0,0,0
2169225,0,0,0,0,0,0,0,0
2169325,0,0,0,0,0,0,0,0
2169425,0,0,0,0,0,0,0,0
2169527,0,0,0,0,0,0,0,0
2169627,0,0,0,0,0,0,0,0
2169727,0,0,0,0,0,0,0,0
2169826,0,0,0,0,0,0,0,0
2169926,0,0,0,0,0,0,0,0
2170026,0,0,0,0,0,0,0,0
2170126,0,0,0,0,0,0,0,0
2170226,0,0,0,0,0,0,0,0
2170325,0,0,0,0,0,0,0,0
2170425,0,0,0,0,0,0,0,0
2170525,0,0,0,0,0,0,0,0
2170625,0,0,0,0,0,0,0,0
2170725,0,0,0,0,0,0,0,0
2170825,0,0,0,0,0,0,0,0
2170925,0,0,0,0,0,0,0,0
2171025,0,0,0,0,0,0,0,0
2171125,0,0,0,0,0,0,0,0
2171225,0,0,0,0,0,0,0,0
2171325,0,0,0,0,0,0,0,0
2171425,0,0,0,0,0,0,0,0
2171525,0,0,0,0,0,0,0,0
2171625,0,0,0,0,0,0,0,0
2171725,0,0,0,0,0,0,0,0
2171825,0,0,0,0,0,0,0,0
2171925,0,0,0,0,0,0,0,0
2172025,0,0,0,0,0,0,0,0
2172125,0,0,0,0,0,0,0,0
2172225,0,0,0,0,0,0,0,0
2172325,0,0,0,0,0,0,0,0
2172425,0,0,0,0,0,0,0,0
2172525,0,0,0,0,0,0,0,0
2172625,0,0,0,0,0,0,0,0
2172725,0,0,0,0,0,0,0,0
2172825,0,0,0,0,0,0,0,0
2172925,0,0,0,0,0,0,0,0
2173025,0,0,0,0,0,0,0,0
2173125,0,0,0,0,0,0,0,0
2173225,0,0,0,0,0,0,0,0
2173325,0,0,0,0,0,0,0,0
2173425,0,0,0,0,0,0,0,0
2173525,0,0,0,0,0,0,0,0
2173625,0,0,0,0,0,0,0,0
2173725,0,0,0,0,0,0,0,0
2173825,0,0,0,0,0,0,0,0
2173925,0,0,0,0,0,0,0,0
2174025,0,0,0,0,0,0,0,0
2174125,0,0,0,0,0,0,0,0
2174225,0,0,0,0,0,0,0,0
2174325,0,0,0,0,0,0,0,0
2174425,0,0,0,0,0,0,0,0
2174525,0,0,0,0,0,0,0,0
2174625,0,0,0,0,0,0,0,0
2174725,0,0,0,0,0,0,0,0
2174825,0,0,0,0,0,0,0,0
2174925,0,0,0,0,0,0,0,0
2175025,0,0,0,0,0,0,0,0
2175125,0,0,0,0,0,0,0,0
