timestamp,posCtl.Yd,posCtl.Zp,posCtl.Zi,posCtl.Zd,posCtl.VXp,posCtl.VXi
218796,-0.0,-0.38904157280921936,-0.03452792763710022,0.0,0.24490401148796082,9.796160156838596e-05
218896,-0.0,-0.38904157280921936,-0.03452792763710022,0.0,0.20911957323551178,8.364782843273133e-05
218996,-0.0,-0.38904157280921936,-0.03452792763710022,0.0,0.009191030636429787,3.676412006825558e-06
219096,-0.0,-0.38904157280921936,-0.03452792763710022,0.0,-0.1834264099597931,-7.337056013057008e-05
219196,-0.0,-0.38904157280921936,-0.03452792763710022,0.0,0.04528744891285896,1.811497895687353e-05
219296,-0.0,-0.38904157280921936,-0.03452792763710022,0.0,0.06480271369218826,2.59210846706992e-05
219396,-0.0,-0.38904157280921936,-0.03452792763710022,0.0,-0.0547659769654274,-2.1906389520154335e-05
219496,-0.0,-0.38904157280921936,-0.03452792763710022,0.0,0.004368267487734556,1.7473068965045968e-06
219596,-0.0,-0.38904157280921936,-0.03452792763710022,0.0,0.050399646162986755,2.0159857740509324e-05
219696,-0.0,-0.38904157280921936,-0.03452792763710022,0.0,-0.07543058693408966,-3.01722338917898e-05
219796,-0.0,0.00031624268740415573,3.86269766750047e-06,0.0,-0.4805637001991272,-0.0012521767057478428
219896,-0.0,0.0208745077252388,0.0001200563128804788,0.0,-0.7987257242202759,-0.0031307502649724483
219996,-0.0,0.08572550117969513,0.00140201929025352,0.0,-0.35287007689476013,-0.004490494728088379
220096,-0.0,0.22084487974643707,0.005199170671403408,0.0,-0.3243355453014374,-0.00564216123893857
220196,0.0,0.41012459993362427,0.013271563686430454,0.0,-1.5606064796447754,-0.009629951789975166
220296,-0.0,0.5906776785850525,0.026032814756035805,0.0,-0.1088293045759201,-0.011970092542469501
220396,0.0,0.7056373953819275,0.042670078575611115,0.0,0.7057499289512634,-0.010904055088758469
220496,0.0,0.7078524827957153,0.06060115247964859,-0.0,0.4883769750595093,-0.008687026798725128
220597,-0.0,0.6449869275093079,0.07750530540943146,-0.0,1.7122678756713867,-0.004305113106966019
220698,0.0,0.5478967428207397,0.09241900593042374,-0.0,2.013080596923828,0.00399876618757844
220797,0.0,0.4385914206504822,0.10454016178846359,-0.0,2.2348649501800537,0.012321126647293568
220897,0.0,0.3433179259300232,0.11420062184333801,-0.0,1.878596305847168,0.020391186699271202
220997,0.0,0.254840612411499,0.12156928330659866,-0.0,1.5103710889816284,0.027170153334736824
221096,0.0,0.18890106678009033,0.1270291805267334,-0.0,1.0665137767791748,0.03197970241308212
221196,-0.0,0.1341460943222046,0.13095849752426147,-0.0,0.4690445363521576,0.0350031852722168
221296,-0.0,0.09333491325378418,0.13370239734649658,-0.0,-0.22991812229156494,0.035241108387708664
221396,0.0,0.057695746421813965,0.1355118602514267,-0.0,-0.4551493525505066,0.033670730888843536
221496,-0.0,0.042090415954589844,0.13668406009674072,-0.0,-0.6430269479751587,0.031234582886099815
221596,0.0,0.0333256721496582,0.13758157193660736,0.0,-0.4996083676815033,0.028840607032179832
221696,0.0,0.02217721939086914,0.1382693499326706,-0.0,-0.24756556749343872,0.027342913672327995
221796,-0.0,0.0076715946197509766,0.1388237178325653,-0.0,0.5475916862487793,0.02787582203745842
221896,0.0,0.0012608170509338379,0.13914191722869873,-0.0,0.9546129107475281,0.030199188739061356
221996,0.0,0.01248091459274292,0.1395515501499176,-0.0,1.212583065032959,0.0336679182946682
222096,0.0,-0.02567380666732788,0.1394660472869873,-0.0,1.5342799425125122,0.04007812961935997
222196,0.0,-0.032072246074676514,0.13845141232013702,0.0,1.6133259534835815,0.044731758534908295
222296,-0.0,-0.03890061378479004,0.13752281665802002,-0.0,2.615549325942993,0.053107473999261856
222396,-0.0,-0.0444452166557312,0.1364153027534485,0.0,3.106157064437866,0.06461118906736374
222496,-0.0,-0.05055594444274902,0.13524670898914337,-0.0,3.6007230281829834,0.07820217311382294
222596,-0.0,-0.060491323471069336,0.13389110565185547,0.0,3.8721296787261963,0.09333375096321106
222696,-0.0,-0.07862871885299683,0.13221745193004608,-0.0,3.767993211746216,0.10881268978118896
222796,-0.0,-0.0849040150642395,0.1302815079689026,-0.0,3.4936704635620117,0.1236422061920166
222896,-0.0,-0.08836197853088379,0.12810994684696198,0.0,3.0863561630249023,0.13695302605628967
222996,-0.0,-0.08801811933517456,0.12590071558952332,0.0,2.652872323989868,0.14821620285511017
223096,0.0,-0.09459775686264038,0.12362761050462723,0.0,1.8439605236053467,0.15739652514457703
223196,0.0,-0.08648347854614258,0.12148066610097885,-0.0,1.4041826725006104,0.1640387326478958
223296,0.0,-0.08189541101455688,0.11943251639604568,0.0,1.0714620351791382,0.16901563107967377
223396,0.0,-0.08345621824264526,0.11741595715284348,0.0,0.6963446736335754,0.17270778119564056
223496,0.0,-0.07857537269592285,0.11547723412513733,-0.0,0.525762140750885,0.17527581751346588
223596,0.0,-0.07601320743560791,0.1136104092001915,0.0,0.3753155469894409,0.17709103226661682
223696,0.0,-0.0777621865272522,0.11177507042884827,-0.0,0.2050533890724182,0.17831912636756897
223796,0.0,-0.0758240818977356,0.10995126515626907,-0.0,0.045587122440338135,0.17885807156562805
223896,0.0,-0.07754296064376831,0.10809653997421265,0.0,-0.28906315565109253,0.17830605804920197
223996,0.0,-0.07901036739349365,0.10620420426130295,-0.0,-0.6912678480148315,0.17611540853977203
224096,0.0,-0.06962454319000244,0.10438371449708939,0.0,-1.2971222400665283,0.17193646728992462
224196,-0.0,-0.06085538864135742,0.10285346955060959,-0.0,-1.3989403247833252,0.16590291261672974
