timestamp,ctrlMel.r_yaw,ctrlMel.accelz,ctrlMel.zdx,ctrlMel.zdy,ctrlMel.zdz,ctrlMel.i_err_x
1975932,0.0,0.0,0.0,0.0,0.0,0.0
1976032,0.0,0.0,0.0,0.0,0.0,0.0
1976132,0.0,0.0,0.0,0.0,0.0,0.0
1976232,0.0,0.0,0.0,0.0,0.0,0.0
1976332,0.0,0.0,0.0,0.0,0.0,0.0
1976432,0.0,0.0,0.0,0.0,0.0,0.0
1976532,0.0,0.0,0.0,0.0,0.0,0.0
1976632,0.0,0.0,0.0,0.0,0.0,0.0
1976732,0.0,0.0,0.0,0.0,0.0,0.0
1976832,0.0,0.0,0.0,0.0,0.0,0.0
1976932,0.0,0.0,0.0,0.0,0.0,0.0
1977032,0.0,0.0,0.0,0.0,0.0,0.0
1977132,0.0,0.0,0.0,0.0,0.0,0.0
1977232,0.0,0.0,0.0,0.0,0.0,0.0
1977332,0.0,0.0,0.0,0.0,0.0,0.0
1977432,0.0,0.0,0.0,0.0,0.0,0.0
1977532,0.0,0.0,0.0,0.0,0.0,0.0
1977632,0.0,0.0,0.0,0.0,0.0,0.0
1977732,0.0,0.0,0.0,0.0,0.0,0.0
1977832,0.0,0.0,0.0,0.0,0.0,0.0
1977932,0.0,0.0,0.0,0.0,0.0,0.0
1978032,0.0,0.0,0.0,0.0,0.0,0.0
1978132,0.0,0.0,0.0,0.0,0.0,0.0
1978232,0.0,0.0,0.0,0.0,0.0,0.0
1978332,0.0,0.0,0.0,0.0,0.0,0.0
1978432,0.0,0.0,0.0,0.0,0.0,0.0
1978532,0.0,0.0,0.0,0.0,0.0,0.0
1978632,0.0,0.0,0.0,0.0,0.0,0.0
1978732,0.0,0.0,0.0,0.0,0.0,0.0
1978832,0.0,0.0,0.0,0.0,0.0,0.0
1978932,0.0,0.0,0.0,0.0,0.0,0.0
1979032,0.0,0.0,0.0,0.0,0.0,0.0
1979135,0.0,0.0,0.0,0.0,0.0,0.0
1979234,0.0,0.0,0.0,0.0,0.0,0.0
1979334,0.0,0.0,0.0,0.0,0.0,0.0
1979435,0.0,0.0,0.0,0.0,0.0,0.0
1979534,0.0,0.0,0.0,0.0,0.0,0.0
1979634,0.0,0.0,0.0,0.0,0.0,0.0
1979734,0.0,0.0,0.0,0.0,0.0,0.0
1979833,0.0,0.0,0.0,0.0,0.0,0.0
1979934,0.0,0.0,0.0,0.0,0.0,0.0
1980033,0.0,0.0,0.0,0.0,0.0,0.0
1980133,0.0,0.0,0.0,0.0,0.0,0.0
1980232,0.0,0.0,0.0,0.0,0.0,0.0
1980332,0.0,0.0,0.0,0.0,0.0,0.0
1980432,0.0,0.0,0.0,0.0,0.0,0.0
1980532,0.0,0.0,0.0,0.0,0.0,0.0
1980632,0.0,0.0,0.0,0.0,0.0,0.0
1980732,0.0,0.0,0.0,0.0,0.0,0.0
1980832,0.0,0.0,0.0,0.0,0.0,0.0
1980932,0.0,0.0,0.0,0.0,0.0,0.0
1981032,0.0,0.0,0.0,0.0,0.0,0.0
1981132,0.0,0.0,0.0,0.0,0.0,0.0
1981232,0.0,0.0,0.0,0.0,0.0,0.0
1981332,0.0,0.0,0.0,0.0,0.0,0.0
1981432,0.0,0.0,0.0,0.0,0.0,0.0
1981532,0.0,0.0,0.0,0.0,0.0,0.0
1981632,0.0,0.0,0.0,0.0,0.0,0.0
1981732,0.0,0.0,0.0,0.0,0.0,0.0
1981832,0.0,0.0,0.0,0.0,0.0,0.0
1981932,0.0,0.0,0.0,0.0,0.0,0.0
1982032,0.0,0.0,0.0,0.0,0.0,0.0
1982132,0.0,0.0,0.0,0.0,0.0,0.0
1982232,0.0,0.0,0.0,0.0,0.0,0.0
1982332,0.0,0.0,0.0,0.0,0.0,0.0
1982432,0.0,0.0,0.0,0.0,0.0,0.0
1982532,0.0,0.0,0.0,0.0,0.0,0.0
1982632,0.0,0.0,0.0,0.0,0.0,0.0
1982732,0.0,0.0,0.0,0.0,0.0,0.0
1982832,0.0,0.0,0.0,0.0,0.0,0.0
1982932,0.0,0.0,0.0,0.0,0.0,0.0
