timestamp,ctrlMel.r_yaw,ctrlMel.accelz,ctrlMel.zdx,ctrlMel.zdy,ctrlMel.zdz,ctrlMel.i_err_x
1983032,0.0,0.0,0.0,0.0,0.0,0.0
1983132,0.0,0.0,0.0,0.0,0.0,0.0
1983232,0.0,0.0,0.0,0.0,0.0,0.0
1983332,0.0,0.0,0.0,0.0,0.0,0.0
1983432,0.0,0.0,0.0,0.0,0.0,0.0
1983532,0.0,0.0,0.0,0.0,0.0,0.0
1983632,0.0,0.0,0.0,0.0,0.0,0.0
1983732,0.0,0.0,0.0,0.0,0.0,0.0
1983832,0.0,0.0,0.0,0.0,0.0,0.0
1983932,0.0,0.0,0.0,0.0,0.0,0.0
1984032,0.0,0.0,0.0,0.0,0.0,0.0
1984132,0.0,0.0,0.0,0.0,0.0,0.0
1984232,0.0,0.0,0.0,0.0,0.0,0.0
1984332,0.0,0.0,0.0,0.0,0.0,0.0
1984432,0.0,0.0,0.0,0.0,0.0,0.0
1984532,0.0,0.0,0.0,0.0,0.0,0.0
1984632,0.0,0.0,0.0,0.0,0.0,0.0
1984732,0.0,0.0,0.0,0.0,0.0,0.0
1984832,0.0,0.0,0.0,0.0,0.0,0.0
1984932,0.0,0.0,0.0,0.0,0.0,0.0
1985032,0.0,0.0,0.0,0.0,0.0,0.0
1985132,0.0,0.0,0.0,0.0,0.0,0.0
1985232,0.0,0.0,0.0,0.0,0.0,0.0
1985332,0.0,0.0,0.0,0.0,0.0,0.0
1985432,0.0,0.0,0.0,0.0,0.0,0.0
1985532,0.0,0.0,0.0,0.0,0.0,0.0
1985632,0.0,0.0,0.0,0.0,0.0,0.0
1985732,0.0,0.0,0.0,0.0,0.0,0.0
1985832,0.0,0.0,0.0,0.0,0.0,0.0
1985932,0.0,0.0,0.0,0.0,0.0,0.0
1986032,0.0,0.0,0.0,0.0,0.0,0.0
1986132,0.0,0.0,0.0,0.0,0.0,0.0
1986235,0.0,0.0,0.0,0.0,0.0,0.0
1986336,0.0,0.0,0.0,0.0,0.0,0.0
1986432,0.0,0.0,0.0,0.0,0.0,0.0
1986534,0.0,0.0,0.0,0.0,0.0,0.0
1986632,0.0,0.0,0.0,0.0,0.0,0.0
1986732,0.0,0.0,0.0,0.0,0.0,0.0
1986832,0.0,0.0,0.0,0.0,0.0,0.0
1986932,0.0,0.0,0.0,0.0,0.0,0.0
1987032,0.0,0.0,0.0,0.0,0.0,0.0
1987134,0.0,0.0,0.0,0.0,0.0,0.0
1987233,0.0,0.0,0.0,0.0,0.0,0.0
1987333,0.0,0.0,0.0,0.0,0.0,0.0
1987433,0.0,0.0,0.0,0.0,0.0,0.0
1987533,0.0,0.0,0.0,0.0,0.0,0.0
1987633,0.0,0.0,0.0,0.0,0.0,0.0
1987732,0.0,0.0,0.0,0.0,0.0,0.0
1987832,0.0,0.0,0.0,0.0,0.0,0.0
1987932,0.0,0.0,0.0,0.0,0.0,0.0
1988032,0.0,0.0,0.0,0.0,0.0,0.0
1988132,0.0,0.0,0.0,0.0,0.0,0.0
1988232,0.0,0.0,0.0,0.0,0.0,0.0
1988332,0.0,0.0,0.0,0.0,0.0,0.0
1988432,0.0,0.0,0.0,0.0,0.0,0.0
1988532,0.0,0.0,0.0,0.0,0.0,0.0
1988632,0.0,0.0,0.0,0.0,0.0,0.0
1988732,0.0,0.0,0.0,0.0,0.0,0.0
1988832,0.0,0.0,0.0,0.0,0.0,0.0
1988932,0.0,0.0,0.0,0.0,0.0,0.0
1989032,0.0,0.0,0.0,0.0,0.0,0.0
1989132,0.0,0.0,0.0,0.0,0.0,0.0
1989232,0.0,0.0,0.0,0.0,0.0,0.0
1989332,0.0,0.0,0.0,0.0,0.0,0.0
1989432,0.0,0.0,0.0,0.0,0.0,0.0
1989532,0.0,0.0,0.0,0.0,0.0,0.0
1989632,0.0,0.0,0.0,0.0,0.0,0.0
1989732,0.0,0.0,0.0,0.0,0.0,0.0
1989832,0.0,0.0,0.0,0.0,0.0,0.0
1989932,0.0,0.0,0.0,0.0,0.0,0.0
1990032,0.0,0.0,0.0,0.0,0.0,0.0
1990132,0.0,0.0,0.0,0.0,0.0,0.0
1990232,0.0,0.0,0.0,0.0,0.0,0.0
1990332,0.0,0.0,0.0,0.0,0.0,0.0
1990432,0.0,0.0,0.0,0.0,0.0,0.0
1990532,0.0,0.0,0.0,0.0,0.0,0.0
1990632,0.0,0.0,0.0,0.0,0.0,0.0
1990732,0.0,0.0,0.0,0.0,0.0,0.0
1990832,0.0,0.0,0.0,0.0,0.0,0.0
1990932,0.0,0.0,0.0,0.0,0.0,0.0
1991032,0.0,0.0,0.0,0.0,0.0,0.0
1991132,0.0,0.0,0.0,0.0,0.0,0.0
1991232,0.0,0.0,0.0,0.0,0.0,0.0
1991332,0.0,0.0,0.0,0.0,0.0,0.0
1991432,0.0,0.0,0.0,0.0,0.0,0.0
1991532,0.0,0.0,0.0,0.0,0.0,0.0
1991632,0.0,0.0,0.0,0.0,0.0,0.0
1991732,0.0,0.0,0.0,0.0,0.0,0.0
1991832,0.0,0.0,0.0,0.0,0.0,0.0
1991932,0.0,0.0,0.0,0.0,0.0,0.0
1992032,0.0,0.0,0.0,0.0,0.0,0.0
1992132,0.0,0.0,0.0,0.0,0.0,0.0
1992232,0.0,0.0,0.0,0.0,0.0,0.0
1992332,0.0,0.0,0.0,0.0,0.0,0.0
1992432,0.0,0.0,0.0,0.0,0.0,0.0
1992532,0.0,0.0,0.0,0.0,0.0,0.0
1992632,0.0,0.0,0.0,0.0,0.0,0.0
1992732,0.0,0.0,0.0,0.0,0.0,0.0
1992832,0.0,0.0,0.0,0.0,0.0,0.0
1992932,0.0,0.0,0.0,0.0,0.0,0.0
1993032,0.0,0.0,0.0,0.0,0.0,0.0
1993132,0.0,0.0,0.0,0.0,0.0,0.0
1993232,0.0,0.0,0.0,0.0,0.0,0.0
1993332,0.0,0.0,0.0,0.0,0.0,0.0
1993432,0.0,0.0,0.0,0.0,0.0,0.0
1993532,0.0,0.0,0.0,0.0,0.0,0.0
1993632,0.0,0.0,0.0,0.0,0.0,0.0
1993732,0.0,0.0,0.0,0.0,0.0,0.0
1993832,0.0,0.0,0.0,0.0,0.0,0.0
1993932,0.0,0.0,0.0,0.0,0.0,0.0
1994032,0.0,0.0,0.0,0.0,0.0,0.0
1994132,0.0,0.0,0.0,0.0,0.0,0.0
1994232,0.0,0.0,0.0,0.0,0.0,0.0
1994332,0.0,0.0,0.0,0.0,0.0,0.0
1994432,0.0,0.0,0.0,0.0,0.0,0.0
1994532,0.0,0.0,0.0,0.0,0.0,0.0
1994632,0.0,0.0,0.0,0.0,0.0,0.0
1994732,0.0,0.0,0.0,0.0,0.0,0.0
1994832,0.0,0.0,0.0,0.0,0.0,0.0
1994932,0.0,0.0,0.0,0.0,0.0,0.0
1995032,0.0,0.0,0.0,0.0,0.0,0.0
1995132,0.0,0.0,0.0,0.0,0.0,0.0
1995232,0.0,0.0,0.0,0.0,0.0,0.0
1995332,0.0,0.0,0.0,0.0,0.0,0.0
1995435,0.0,0.0,0.0,0.0,0.0,0.0
1995535,0.0,0.0,0.0,0.0,0.0,0.0
1995635,0.0,0.0,0.0,0.0,0.0,0.0
1995735,0.0,0.0,0.0,0.0,0.0,0.0
1995835,0.0,0.0,0.0,0.0,0.0,0.0
1995934,0.0,0.0,0.0,0.0,0.0,0.0
1996034,0.0,0.0,0.0,0.0,0.0,0.0
1996133,0.0,0.0,0.0,0.0,0.0,0.0
1996234,0.0,0.0,0.0,0.0,0.0,0.0
1996334,0.0,0.0,0.0,0.0,0.0,0.0
1996432,0.0,0.0,0.0,0.0,0.0,0.0
1996534,0.0,0.0,0.0,0.0,0.0,0.0
1996634,0.0,0.0,0.0,0.0,0.0,0.0
1996734,0.0,0.0,0.0,0.0,0.0,0.0
1996832,0.0,0.0,0.0,0.0,0.0,0.0
1996933,0.0,0.0,0.0,0.0,0.0,0.0
1997033,0.0,0.0,0.0,0.0,0.0,0.0
1997133,0.0,0.0,0.0,0.0,0.0,0.0
1997232,0.0,0.0,0.0,0.0,0.0,0.0
1997332,0.0,0.0,0.0,0.0,0.0,0.0
1997432,0.0,0.0,0.0,0.0,0.0,0.0
1997532,0.0,0.0,0.0,0.0,0.0,0.0
