timestamp,controller.ctr_yaw,controller.pitch,controller.pitchRate,controller.r_pitch,controller.r_roll,controller.r_yaw
1975924,0,0.0,-0.7173458337783813,0.009514682926237583,-0.0023411265574395657,-0.0016889062244445086
1976024,0,0.0,-0.6178332567214966,-0.0027684872038662434,-0.0036819910164922476,0.0010333361569792032
1976124,0,0.0,-0.9158219695091248,0.001153971767053008,0.0011210069060325623,0.0005157885607331991
1976224,0,0.0,-0.7451565861701965,0.0005870432942174375,-0.0019127746345475316,-0.001630483428016305
1976324,0,0.0,-0.012071127071976662,-0.0010026338277384639,-0.004776358604431152,0.00024901211145333946
1976423,0,0.0,-1.0002564191818237,0.0026834977325052023,-0.0009131864062510431,-7.542464300058782e-05
1976523,0,0.0,-1.7342102527618408,0.0029979844111949205,-0.0022108745761215687,0.002919618971645832
1976622,0,0.0,-0.8223006725311279,-3.4910005979327252e-06,0.0010506061371415854,0.0021450386848300695
1976722,0,0.0,-0.34832221269607544,0.01183779165148735,-0.0030940333381295204,0.0029089932795614004
1976821,0,0.0,-0.14976102113723755,0.009442579932510853,-0.003503624815493822,0.0021493639796972275
1976922,177,-0.002421153010800481,-1.070145606994629,-0.031473640352487564,0.016429265961050987,-0.03538571298122406
1977022,162,0.13072770833969116,0.5579107999801636,-0.04365822672843933,0.012720631435513496,-0.15353843569755554
1977121,298,0.033426716923713684,0.1730813980102539,-0.05220850557088852,0.0792517438530922,-0.025973601266741753
1977221,858,0.27275505661964417,0.14652115106582642,0.073744036257267,0.6080620288848877,-0.07946284115314484
1977321,2740,0.4523703455924988,6.299925327301025,0.23148134350776672,-0.16414384543895721,-0.030916960909962654
1977421,4717,-0.12373706698417664,-2.409602642059326,-0.045643001794815063,-0.391453355550766,-0.03102414496243
1977521,5267,-0.4446914494037628,-4.643141269683838,0.28539329767227173,0.38147807121276855,-0.16048641502857208
1977621,4983,-0.06869613379240036,2.6648285388946533,-0.11253753304481506,0.04240869730710983,-0.2294781506061554
1977724,4471,0.2448434680700302,1.0647345781326294,-0.045830193907022476,-0.24399040639400482,-0.2422124743461609
1977824,3915,0.05815830081701279,0.20464879274368286,0.09483285248279572,-0.06098233908414841,-0.20822180807590485
1977924,3223,-0.44724026322364807,-3.7105774879455566,-0.010618461295962334,-0.01199336163699627,-0.2064540684223175
1978023,3093,-0.9377630949020386,-6.139498233795166,-0.1010870635509491,-0.04743848741054535,-0.13760770857334137
1978123,3106,-1.263871669769287,-6.180215835571289,-0.10071831941604614,-0.09896604716777802,-0.08120163530111313
1978224,3247,-1.0535110235214233,-2.250133514404297,0.026895418763160706,0.013478550128638744,-0.03752503544092178
1978324,3194,-1.2159030437469482,-3.6700315475463867,-0.04643478989601135,-0.14550051093101501,-0.03778465837240219
1978423,3159,-1.265126347541809,-2.95011043548584,0.008671797811985016,-0.014920703135430813,-0.03637707233428955
1978524,3276,-1.2891429662704468,-2.2448620796203613,-0.06343157589435577,-0.032691776752471924,-0.017460819333791733
1978623,3294,-1.0212092399597168,0.06401646137237549,-0.04871615022420883,0.09719966351985931,-0.005072318948805332
1978721,3173,-0.984105110168457,-0.4428764581680298,0.035286013036966324,0.06042569503188133,-0.020200693979859352
1978823,3391,-0.728614091873169,0.8886852264404297,0.02355472929775715,0.10709165036678314,0.006536385510116816
1978923,3623,-0.7885046601295471,-0.16122448444366455,-0.052492137998342514,0.09505073726177216,0.027081208303570747
1979023,3457,-0.712753415107727,0.7400596141815186,0.051894620060920715,0.08141914755105972,-0.012033947743475437
1979121,3559,-1.2269383668899536,-3.095447540283203,-0.10557683557271957,0.06618297100067139,-0.014707187190651894
1979223,3645,-0.7770781517028809,1.717680811882019,0.0764731913805008,0.22516319155693054,-0.00476322416216135
1979323,3808,-1.529576301574707,-3.304636001586914,-0.10634317249059677,-0.027630917727947235,0.011786985211074352
1979421,3604,-2.206545829772949,-5.92603063583374,-0.09604994207620621,-0.06466939300298691,-0.02146533876657486
1979521,3517,-2.4240224361419678,-4.980641841888428,0.12952372431755066,-0.07963425666093826,-0.024018317461013794
1979621,3556,-2.9203648567199707,-4.8243021965026855,-0.1799265742301941,0.017343437299132347,-0.007851623930037022
1979721,3377,-3.387809991836548,-7.439719200134277,-0.0831308588385582,-0.13705836236476898,-0.028725342825055122
1979823,3511,-2.506188154220581,2.6338109970092773,0.10223070532083511,0.03841138631105423,-0.011449510231614113
1979923,3711,-3.969589948654175,-6.314013481140137,-0.2271798551082611,-0.1340872347354889,0.018461255356669426
1980022,4203,-3.908679962158203,-4.37912654876709,-0.06188499554991722,-0.04205557703971863,0.029981616884469986
1980123,3884,-3.467379093170166,-0.5538449287414551,0.0592631995677948,0.26224178075790405,-0.04085511714220047
1980223,3609,-2.8722009658813477,1.0763280391693115,0.004697065334767103,0.06504527479410172,-0.031068122014403343
1980323,3430,-2.393167018890381,1.2946553230285645,0.07938747853040695,0.08381621539592743,-0.03891637921333313
1980422,3320,-1.9197999238967896,0.9239933490753174,0.09866754710674286,-0.024052012711763382,-0.037023965269327164
1980523,3313,-1.4823580980300903,1.054236888885498,0.03720539063215256,-0.041781097650527954,-0.022014658898115158
1980622,3312,-0.8109614849090576,2.67197847366333,0.09623678773641586,-0.06260254234075546,-0.013692500069737434
1980722,3191,-0.4779072403907776,1.7591948509216309,0.06331218034029007,-0.05015793442726135,-0.023190073668956757
1980822,3313,-0.056635573506355286,1.543837308883667,0.058035142719745636,-0.030898278579115868,0.002744213677942753
1980922,3268,0.2226172536611557,1.5546830892562866,0.10133758187294006,-0.04422399774193764,-0.0043562548235058784
1981022,3351,0.4797099828720093,1.0306798219680786,0.03720656409859657,-0.03736979141831398,0.0013896572636440396
1981122,3378,0.8692407011985779,2.031688690185547,0.028999997302889824,0.009335578419268131,0.0021403259597718716
1981222,3403,1.1009143590927124,1.4474766254425049,0.06728118658065796,-0.009790463373064995,0.009445123374462128
1981321,3289,1.402053713798523,1.82057523727417,0.09431031346321106,-0.01863683946430683,-0.005285387858748436
1981422,3270,1.5930017232894897,1.2302813529968262,0.027315178886055946,-0.08414208143949509,-0.003340494818985462
1981522,3235,1.6530787944793701,0.23213598132133484,-0.01693728193640709,-0.16540411114692688,-0.008384293876588345
1981621,3478,2.1646244525909424,2.4771008491516113,0.09037282317876816,-0.13526198267936707,0.01744723878800869
1981722,3204,2.0197415351867676,-0.26763254404067993,0.012832404114305973,0.1549190729856491,0.025745723396539688
1981822,2886,2.4055979251861572,1.6881744861602783,0.07604285329580307,-0.06871149688959122,-0.02046782895922661
1981921,3625,4.63170862197876,15.606237411499023,0.17923682928085327,-0.16576118767261505,0.018865620717406273
1982021,3704,2.57509708404541,-1.4495834112167358,-0.22529122233390808,0.22756902873516083,0.011422245763242245
1982121,3506,2.8208959102630615,0.44777578115463257,0.039251282811164856,0.10991620272397995,-0.013338902033865452
1982222,3098,2.823122978210449,1.6094430685043335,0.05731275677680969,-0.0252704918384552,0.003042814554646611
1982322,3481,3.04571533203125,2.1917998790740967,0.006377830170094967,-0.11710841208696365,0.01276449579745531
1982421,3886,2.7717180252075195,1.6920796632766724,-0.03971053659915924,0.11860601603984833,0.023059742525219917
1982522,4756,2.3362295627593994,0.38520824909210205,-0.07489284873008728,0.04821591079235077,0.10959678143262863
1982622,4853,2.2701380252838135,1.7980682849884033,-0.022739099338650703,-0.09591927379369736,0.05480059236288071
1982722,4822,12.365887641906738,70.94734954833984,1.5003610849380493,-1.392641305923462,-0.07326532900333405
1982822,4229,13.351603507995605,33.11880874633789,0.3045583665370941,0.5476577281951904,-0.11619492620229721
1982922,3164,3.189578056335449,-39.25434112548828,-1.0295368432998657,-0.060448553413152695,-0.10753682255744934
1983021,3153,-1.7859034538269043,-39.417884826660156,-0.5353825092315674,0.17559868097305298,-0.03583448752760887
1983122,3087,-4.734228134155273,-32.858001708984375,-0.6385278701782227,0.2420378178358078,-0.01744638755917549
1983222,3274,-10.213438034057617,-53.379390716552734,-0.4704470634460449,0.2613864839076996,0.006016956176608801
1983321,4045,-9.06141471862793,-18.6690731048584,-0.6176677942276001,0.04139307141304016,0.05384575203061104
1983421,3426,-6.065730094909668,2.8909313678741455,0.20497943460941315,0.3530066907405853,-0.012854077853262424
1983521,3082,-2.65521502494812,19.647897720336914,0.39160215854644775,-0.05143658444285393,-0.011384888552129269
1983621,3515,-0.1783135086297989,18.262447357177734,0.1902170479297638,-0.4345880150794983,-0.0035914373584091663
1983721,4819,3.0831246376037598,23.880535125732422,0.6296870708465576,-0.36388546228408813,0.09181606769561768
1983821,7017,4.682262420654297,21.862550735473633,0.48632776737213135,0.031972337514162064,0.1517305225133896
1983921,0,0.0,-18.761552810668945,0.08655788749456406,-0.5481677651405334,0.6153234839439392
1984021,0,0.0,-9.18422794342041,5.369018077850342,-6.23937463760376,-0.2401406615972519
1984122,0,0.0,-60.55360412597656,-2.643195152282715,3.288410186767578,0.8113007545471191
1984222,0,0.0,5.529345989227295,0.0012226153630763292,-0.0682702362537384,-0.03607146069407463
1984321,0,0.0,-2.1063191890716553,0.0026479836087673903,0.008785366080701351,0.03558003529906273
1984421,0,0.0,4.0934977531433105,-0.05368594080209732,0.022799521684646606,-0.10022294521331787
1984522,0,0.0,0.8656914234161377,0.023862559348344803,-0.009803531691432,0.06068715453147888
1984621,0,0.0,0.5649937391281128,-0.0016292121727019548,0.004354115575551987,0.01990194246172905
1984721,0,0.0,1.0923939943313599,-0.010592091828584671,0.00385718303732574,0.024396207183599472
1984821,0,0.0,1.53023362159729,0.003260677680373192,-0.007085349410772324,-0.025589516386389732
1984921,0,0.0,0.9722521901130676,-0.00156224868260324,-0.005427355412393808,-0.004503524862229824
