timestamp,pid_rate.yaw_outP,pid_rate.yaw_outI,pid_rate.yaw_outD
236376,-1933.9512939453125,-1567.6221923828125,0.0
236476,-1939.93701171875,-1595.175537109375,-0.0
236576,-2071.88427734375,-1621.5386962890625,-0.0
236676,-2181.72900390625,-1651.9232177734375,0.0
236776,-2182.193115234375,-1683.577392578125,-0.0
236876,-2063.71240234375,-1713.154541015625,-0.0
236976,-1874.4605712890625,-1738.841552734375,0.0
237076,-1757.3472900390625,-1763.909912109375,-0.0
237176,-1626.1005859375,-1787.96875,0.0
237276,-1322.349853515625,-1807.1688232421875,-0.0
237376,-1001.9713134765625,-1822.6229248046875,0.0
237476,-1539.3052978515625,-1838.4237060546875,-0.0
237576,-1314.24755859375,-1859.6954345703125,-0.0
237676,-1663.2412109375,-1882.1175537109375,0.0
237776,-1467.14892578125,-1903.79833984375,-0.0
237876,-2177.79736328125,-1930.76953125,-0.0
237976,-3328.695068359375,-1961.34765625,-0.0
238076,-1537.541015625,-1990.4798583984375,0.0
238176,-1436.2890625,-2013.7410888671875,0.0
238276,-1067.44140625,-2033.2142333984375,0.0
238376,-733.4569702148438,-2048.2490234375,0.0
238476,-1418.1815185546875,-2067.130615234375,0.0
238576,-1144.3048095703125,-2091.51123046875,0.0
238676,-1117.9815673828125,-2109.68115234375,0.0
238776,-898.112060546875,-2126.296875,0.0
238876,-1257.885009765625,-2141.180908203125,0.0
238976,-1120.382568359375,-2158.067138671875,-0.0
239076,-879.3843383789062,-2171.3798828125,-0.0
239176,-755.7979736328125,-2181.2099609375,0.0
239276,-785.1658325195312,-2192.746826171875,0.0
239376,-850.3480834960938,-2203.34326171875,0.0
239476,9140.26953125,2.544041872024536,0.0
239577,-56630.45703125,-15.762145042419434,-0.0
239676,-9920.63671875,-2.761244058609009,-0.0
239776,42978.26171875,11.962284088134766,0.0
239876,95704.2265625,26.637678146362305,0.0
239976,95524.6875,26.58770751953125,0.0
240076,94502.671875,26.303247451782227,0.0
240176,96548.96875,26.872798919677734,0.0
240276,95679.7890625,26.630878448486328,0.0
240376,96024.96875,26.726951599121094,0.0
