timestamp,pm.vbat,pm.vbatMV,pm.extVbat,pm.extVbatMV,pm.extCurr,pm.chargeCurrent,pm.state,pm.batteryLevel
218783,3.6791789531707764,3679,0.0,0,0.0,0.002815249375998974,0,10
218883,3.6791789531707764,3679,0.0,0,0.0,0.002815249375998974,0,10
218983,3.6791789531707764,3679,0.0,0,0.0,0.002815249375998974,0,10
219082,3.6739003658294678,3673,0.0,0,0.0,0.001407624687999487,0,10
219182,3.6791789531707764,3679,0.0,0,0.0,0.002815249375998974,0,10
219282,3.6791789531707764,3679,0.0,0,0.0,0.002815249375998974,0,10
219382,3.6791789531707764,3679,0.0,0,0.0,0.002815249375998974,0,10
219482,3.6791789531707764,3679,0.0,0,0.0,0.001407624687999487,0,10
219582,3.6791789531707764,3679,0.0,0,0.0,0.002815249375998974,0,10
219682,3.6739003658294678,3673,0.0,0,0.0,0.001407624687999487,0,10
219782,3.2727274894714355,3272,0.0,0,0.0,0.001407624687999487,0,10
219882,3.409970760345459,3409,0.0,0,0.0,0.001407624687999487,0,10
219982,3.436363697052002,3436,0.0,0,0.0,0.001407624687999487,0,10
220082,3.420527935028076,3420,0.0,0,0.0,0.001407624687999487,0,10
220182,3.383577823638916,3383,0.0,0,0.0,0.001407624687999487,0,10
220282,3.3677420616149902,3367,0.0,0,0.0,0.001407624687999487,0,10
220382,3.357184886932373,3357,0.0,0,0.0,0.001407624687999487,0,10
220482,3.383577823638916,3383,0.0,0,0.0,0.001407624687999487,0,10
220582,3.409970760345459,3409,0.0,0,0.0,0.001407624687999487,0,10
220682,3.409970760345459,3409,0.0,0,0.0,0.001407624687999487,0,10
220784,3.4258065223693848,3425,0.0,0,0.0,0.001407624687999487,0,10
220883,3.4258065223693848,3425,0.0,0,0.0,0.001407624687999487,0,10
220983,3.4258065223693848,3425,0.0,0,0.0,0.001407624687999487,0,10
221083,3.4152493476867676,3415,0.0,0,0.0,0.001407624687999487,0,10
221183,3.409970760345459,3409,0.0,0,0.0,0.001407624687999487,0,10
221283,3.4152493476867676,3415,0.0,0,0.0,0.001407624687999487,0,10
221382,3.4152493476867676,3415,0.0,0,0.0,0.001407624687999487,0,10
221482,3.4046921730041504,3404,0.0,0,0.0,0.001407624687999487,0,10
221582,3.3888564109802246,3388,0.0,0,0.0,0.001407624687999487,0,10
221682,3.394134998321533,3394,0.0,0,0.0,0.001407624687999487,0,10
221782,3.383577823638916,3383,0.0,0,0.0,0.001407624687999487,0,10
221882,3.3782992362976074,3378,0.0,0,0.0,0.001407624687999487,0,10
221982,3.3624634742736816,3362,0.0,0,0.0,0.001407624687999487,0,10
222082,3.399413585662842,3399,0.0,0,0.0,0.001407624687999487,0,10
222182,3.420527935028076,3420,0.0,0,0.0,0.001407624687999487,0,10
222282,3.3677420616149902,3367,0.0,0,0.0,0.001407624687999487,0,10
222382,3.3782992362976074,3378,0.0,0,0.0,0.001407624687999487,0,10
222482,3.3782992362976074,3378,0.0,0,0.0,0.001407624687999487,0,10
222582,3.383577823638916,3383,0.0,0,0.0,0.001407624687999487,0,10
222682,3.3888564109802246,3388,0.0,0,0.0,0.001407624687999487,0,10
222782,3.394134998321533,3394,0.0,0,0.0,0.001407624687999487,0,10
222882,3.3888564109802246,3388,0.0,0,0.0,0.001407624687999487,0,10
222982,3.383577823638916,3383,0.0,0,0.0,0.001407624687999487,0,10
223082,3.383577823638916,3383,0.0,0,0.0,0.001407624687999487,0,10
223182,3.3782992362976074,3378,0.0,0,0.0,0.001407624687999487,0,10
223282,3.3782992362976074,3378,0.0,0,0.0,0.001407624687999487,0,10
223382,3.383577823638916,3383,0.0,0,0.0,0.001407624687999487,0,10
223482,3.373020648956299,3373,0.0,0,0.0,0.001407624687999487,0,10
223582,3.373020648956299,3373,0.0,0,0.0,0.001407624687999487,0,10
223682,3.3782992362976074,3378,0.0,0,0.0,0.001407624687999487,0,10
223782,3.373020648956299,3373,0.0,0,0.0,0.001407624687999487,0,10
223882,3.373020648956299,3373,0.0,0,0.0,0.001407624687999487,0,10
223982,3.3782992362976074,3378,0.0,0,0.0,0.001407624687999487,0,10
224082,3.373020648956299,3373,0.0,0,0.0,0.001407624687999487,0,10
224182,3.346627712249756,3346,0.0,0,0.0,0.001407624687999487,0,10
224282,3.3624634742736816,3362,0.0,0,0.0,0.001407624687999487,0,10
224382,3.3624634742736816,3362,0.0,0,0.0,0.001407624687999487,0,10
224482,3.394134998321533,3394,0.0,0,0.0,0.001407624687999487,0,10
224582,3.383577823638916,3383,0.0,0,0.0,0.001407624687999487,0,10
224682,3.3624634742736816,3362,0.0,0,0.0,0.001407624687999487,0,10
224782,3.3519062995910645,3351,0.0,0,0.0,0.001407624687999487,0,10
224882,3.3624634742736816,3362,0.0,0,0.0,0.001407624687999487,0,10
224982,3.373020648956299,3373,0.0,0,0.0,0.001407624687999487,0,10
225085,3.3624634742736816,3362,0.0,0,0.0,0.001407624687999487,0,10
225185,3.3519062995910645,3351,0.0,0,0.0,0.001407624687999487,0,10
225285,3.357184886932373,3357,0.0,0,0.0,0.001407624687999487,0,10
225385,3.3519062995910645,3351,0.0,0,0.0,0.001407624687999487,0,10
225482,3.320234775543213,3320,0.0,0,0.0,0.001407624687999487,0,10
225582,3.267448902130127,3267,0.0,0,0.0,0.001407624687999487,0,10
225682,3.33079195022583,3330,0.0,0,0.0,0.001407624687999487,0,10
225782,3.420527935028076,3420,0.0,0,0.0,0.001407624687999487,0,10
225882,3.3888564109802246,3388,0.0,0,0.0,0.001407624687999487,0,10
225982,3.4258065223693848,3425,0.0,0,0.0,0.001407624687999487,0,10
226082,3.3888564109802246,3388,0.0,0,0.0,0.001407624687999487,0,10
226182,3.3782992362976074,3378,0.0,0,0.0,0.001407624687999487,0,10
226282,3.3888564109802246,3388,0.0,0,0.0,0.001407624687999487,0,10
226382,3.394134998321533,3394,0.0,0,0.0,0.001407624687999487,0,10
226482,3.3782992362976074,3378,0.0,0,0.0,0.001407624687999487,0,10
226582,3.346627712249756,3346,0.0,0,0.0,0.001407624687999487,0,10
226682,3.304399013519287,3304,0.0,0,0.0,0.001407624687999487,0,10
226782,3.5841643810272217,3584,0.0,0,0.0,0.001407624687999487,0,10
226882,3.6105573177337646,3610,0.0,0,0.0,0.001407624687999487,0,10
226985,3.6105573177337646,3610,0.0,0,0.0,0.001407624687999487,0,10
227085,3.6158359050750732,3615,0.0,0,0.0,0.001407624687999487,0,10
227185,3.6158359050750732,3615,0.0,0,0.0,0.002815249375998974,0,10
227282,3.621114492416382,3621,0.0,0,0.0,0.001407624687999487,0,10
227385,3.621114492416382,3621,0.0,0,0.0,0.001407624687999487,0,10
227482,3.621114492416382,3621,0.0,0,0.0,0.001407624687999487,0,10
227582,3.621114492416382,3621,0.0,0,0.0,0.001407624687999487,0,10
227682,3.621114492416382,3621,0.0,0,0.0,0.002815249375998974,0,10
227785,3.6263930797576904,3626,0.0,0,0.0,0.002815249375998974,0,10
227884,3.6263930797576904,3626,0.0,0,0.0,0.002815249375998974,0,10
227984,3.6263930797576904,3626,0.0,0,0.0,0.001407624687999487,0,10
