timestamp,usd.spiWrBps,usd.spiReBps,usd.fatWrBps
308331,0.0,0.0,0.0
308432,0.0,0.0,0.0
308532,0.0,0.0,0.0
308632,0.0,0.0,0.0
308732,0.0,0.0,0.0
308832,0.0,0.0,0.0
308932,0.0,0.0,0.0
309031,0.0,0.0,0.0
309132,0.0,0.0,0.0
309231,0.0,0.0,0.0
309331,0.0,0.0,0.0
309431,0.0,0.0,0.0
309531,0.0,0.0,0.0
309631,0.0,0.0,0.0
309732,0.0,0.0,0.0
309831,0.0,0.0,0.0
309931,0.0,0.0,0.0
310031,0.0,0.0,0.0
310131,0.0,0.0,0.0
310231,0.0,0.0,0.0
310331,0.0,0.0,0.0
310431,0.0,0.0,0.0
310531,0.0,0.0,0.0
310631,0.0,0.0,0.0
310731,0.0,0.0,0.0
310831,0.0,0.0,0.0
310931,0.0,0.0,0.0
311031,0.0,0.0,0.0
311131,0.0,0.0,0.0
311232,0.0,0.0,0.0
311331,0.0,0.0,0.0
311431,0.0,0.0,0.0
311531,0.0,0.0,0.0
311632,0.0,0.0,0.0
311732,0.0,0.0,0.0
311831,0.0,0.0,0.0
311931,0.0,0.0,0.0
312032,0.0,0.0,0.0
312132,0.0,0.0,0.0
312231,0.0,0.0,0.0
312331,0.0,0.0,0.0
312431,0.0,0.0,0.0
312531,0.0,0.0,0.0
312631,0.0,0.0,0.0
312731,0.0,0.0,0.0
312831,0.0,0.0,0.0
312931,0.0,0.0,0.0
313031,0.0,0.0,0.0
313131,0.0,0.0,0.0
313231,0.0,0.0,0.0
313331,0.0,0.0,0.0
313431,0.0,0.0,0.0
313532,0.0,0.0,0.0
313631,0.0,0.0,0.0
313732,0.0,0.0,0.0
313831,0.0,0.0,0.0
313932,0.0,0.0,0.0
314032,0.0,0.0,0.0
314131,0.0,0.0,0.0
314232,0.0,0.0,0.0
314331,0.0,0.0,0.0
314434,0.0,0.0,0.0
314534,0.0,0.0,0.0
314634,0.0,0.0,0.0
314733,0.0,0.0,0.0
314833,0.0,0.0,0.0
314933,0.0,0.0,0.0
315033,0.0,0.0,0.0
315133,0.0,0.0,0.0
315232,0.0,0.0,0.0
315333,0.0,0.0,0.0
315432,0.0,0.0,0.0
315531,0.0,0.0,0.0
315631,0.0,0.0,0.0
315732,0.0,0.0,0.0
315832,0.0,0.0,0.0
315931,0.0,0.0,0.0
316031,0.0,0.0,0.0
316132,0.0,0.0,0.0
316232,0.0,0.0,0.0
316331,0.0,0.0,0.0
316431,0.0,0.0,0.0
316531,0.0,0.0,0.0
316631,0.0,0.0,0.0
316731,0.0,0.0,0.0
316831,0.0,0.0,0.0
316931,0.0,0.0,0.0
317031,0.0,0.0,0.0
317131,0.0,0.0,0.0
317231,0.0,0.0,0.0
317331,0.0,0.0,0.0
317431,0.0,0.0,0.0
317531,0.0,0.0,0.0
317631,0.0,0.0,0.0
317731,0.0,0.0,0.0
317831,0.0,0.0,0.0
317931,0.0,0.0,0.0
318031,0.0,0.0,0.0
318131,0.0,0.0,0.0
318231,0.0,0.0,0.0
318331,0.0,0.0,0.0
318431,0.0,0.0,0.0
318531,0.0,0.0,0.0
318631,0.0,0.0,0.0
318731,0.0,0.0,0.0
318831,0.0,0.0,0.0
318931,0.0,0.0,0.0
319031,0.0,0.0,0.0
319131,0.0,0.0,0.0
319231,0.0,0.0,0.0
319331,0.0,0.0,0.0
319434,0.0,0.0,0.0
319534,0.0,0.0,0.0
319634,0.0,0.0,0.0
319734,0.0,0.0,0.0
319834,0.0,0.0,0.0
319933,0.0,0.0,0.0
320033,0.0,0.0,0.0
320133,0.0,0.0,0.0
320233,0.0,0.0,0.0
320332,0.0,0.0,0.0
320432,0.0,0.0,0.0
320532,0.0,0.0,0.0
320632,0.0,0.0,0.0
320732,0.0,0.0,0.0
320832,0.0,0.0,0.0
320932,0.0,0.0,0.0
321032,0.0,0.0,0.0
321132,0.0,0.0,0.0
321232,0.0,0.0,0.0
321332,0.0,0.0,0.0
321431,0.0,0.0,0.0
321534,0.0,0.0,0.0
321631,0.0,0.0,0.0
321731,0.0,0.0,0.0
321833,0.0,0.0,0.0
321933,0.0,0.0,0.0
322033,0.0,0.0,0.0
322133,0.0,0.0,0.0
322232,0.0,0.0,0.0
322332,0.0,0.0,0.0
322432,0.0,0.0,0.0
322532,0.0,0.0,0.0
322632,0.0,0.0,0.0
322732,0.0,0.0,0.0
322832,0.0,0.0,0.0
322932,0.0,0.0,0.0
323032,0.0,0.0,0.0
323131,0.0,0.0,0.0
323231,0.0,0.0,0.0
323331,0.0,0.0,0.0
323431,0.0,0.0,0.0
323531,0.0,0.0,0.0
323631,0.0,0.0,0.0
323731,0.0,0.0,0.0
323831,0.0,0.0,0.0
323931,0.0,0.0,0.0
324031,0.0,0.0,0.0
324131,0.0,0.0,0.0
324231,0.0,0.0,0.0
324331,0.0,0.0,0.0
324431,0.0,0.0,0.0
324531,0.0,0.0,0.0
324631,0.0,0.0,0.0
324731,0.0,0.0,0.0
324831,0.0,0.0,0.0
324931,0.0,0.0,0.0
325031,0.0,0.0,0.0
325131,0.0,0.0,0.0
325231,0.0,0.0,0.0
325331,0.0,0.0,0.0
325431,0.0,0.0,0.0
325531,0.0,0.0,0.0
325631,0.0,0.0,0.0
325731,0.0,0.0,0.0
325831,0.0,0.0,0.0
325931,0.0,0.0,0.0
326031,0.0,0.0,0.0
326131,0.0,0.0,0.0
326231,0.0,0.0,0.0
326331,0.0,0.0,0.0
326431,0.0,0.0,0.0
326531,0.0,0.0,0.0
326631,0.0,0.0,0.0
326731,0.0,0.0,0.0
326831,0.0,0.0,0.0
326931,0.0,0.0,0.0
327031,0.0,0.0,0.0
327131,0.0,0.0,0.0
327231,0.0,0.0,0.0
327331,0.0,0.0,0.0
327431,0.0,0.0,0.0
327531,0.0,0.0,0.0
327631,0.0,0.0,0.0
327731,0.0,0.0,0.0
327831,0.0,0.0,0.0
327931,0.0,0.0,0.0
328031,0.0,0.0,0.0
328131,0.0,0.0,0.0
328231,0.0,0.0,0.0
328331,0.0,0.0,0.0
328431,0.0,0.0,0.0
328531,0.0,0.0,0.0
328634,0.0,0.0,0.0
328735,0.0,0.0,0.0
328834,0.0,0.0,0.0
328934,0.0,0.0,0.0
329034,0.0,0.0,0.0
329133,0.0,0.0,0.0
329233,0.0,0.0,0.0
329333,0.0,0.0,0.0
329433,0.0,0.0,0.0
329533,0.0,0.0,0.0
329633,0.0,0.0,0.0
329733,0.0,0.0,0.0
329832,0.0,0.0,0.0
