timestamp,lighthouse.width3,lighthouse.comSync,lighthouse.bsReceive,lighthouse.bsActive,lighthouse.bsCalUd,lighthouse.bsCalCon,lighthouse.status,lighthouse.posRt,lighthouse.estBs0Rt,lighthouse.estBs1Rt
131455,388,1,3,3,2,3,2,699.2367553710938,358.9088134765625,339.51788330078125
131555,391,1,3,3,2,3,2,699.2367553710938,358.9088134765625,339.51788330078125
131655,366,1,3,3,2,3,2,699.2367553710938,358.9088134765625,339.51788330078125
131755,383,1,3,3,2,3,2,699.2367553710938,358.9088134765625,339.51788330078125
131855,378,1,3,3,2,3,2,699.2367553710938,358.9088134765625,339.51788330078125
131955,380,1,3,3,2,3,2,699.2367553710938,358.9088134765625,339.51788330078125
132055,384,1,3,3,2,3,2,699.2367553710938,239.99998474121094,226.66665649414062
132155,384,1,3,3,2,3,2,699.2367553710938,239.99998474121094,226.66665649414062
132255,377,1,3,3,2,3,2,699.2367553710938,239.99998474121094,226.66665649414062
132355,378,1,3,3,2,3,2,699.2367553710938,239.99998474121094,226.66665649414062
132455,385,1,3,3,2,3,2,699.2367553710938,239.99998474121094,226.66665649414062
132555,384,1,3,3,2,3,2,516.3636474609375,239.99998474121094,226.66665649414062
132655,390,1,3,3,2,3,2,516.3636474609375,320.0,199.99998474121094
132755,391,1,3,3,2,3,2,516.3636474609375,320.0,199.99998474121094
132855,398,1,3,3,2,3,2,516.3636474609375,320.0,199.99998474121094
132955,382,1,3,3,2,3,2,516.3636474609375,320.0,199.99998474121094
133055,396,1,3,3,2,3,2,516.3636474609375,320.0,199.99998474121094
133158,211,1,3,3,2,3,2,516.3636474609375,302.1868591308594,381.709716796875
133257,205,1,3,3,2,3,2,516.3636474609375,302.1868591308594,381.709716796875
133358,216,1,3,3,2,3,2,516.3636474609375,302.1868591308594,381.709716796875
133458,216,1,3,3,2,3,2,516.3636474609375,302.1868591308594,381.709716796875
133557,222,1,3,3,2,3,2,654.6906127929688,302.1868591308594,381.709716796875
133655,457,1,3,3,2,3,2,654.6906127929688,302.1868591308594,381.709716796875
133757,221,1,3,3,2,3,2,654.6906127929688,400.66778564453125,307.17864990234375
133855,470,1,3,3,2,3,2,654.6906127929688,400.66778564453125,307.17864990234375
133955,462,1,3,3,2,3,2,654.6906127929688,400.66778564453125,307.17864990234375
134055,468,1,3,3,2,3,2,654.6906127929688,400.66778564453125,307.17864990234375
134155,239,1,1,1,2,3,2,654.6906127929688,400.66778564453125,307.17864990234375
134257,228,1,1,1,2,3,2,654.6906127929688,400.66778564453125,307.17864990234375
134355,242,1,3,3,2,3,2,654.6906127929688,214.0468292236328,80.26756286621094
134455,234,1,3,3,2,3,2,654.6906127929688,214.0468292236328,80.26756286621094
134555,231,1,3,3,2,3,2,654.6906127929688,214.0468292236328,80.26756286621094
134655,244,1,3,3,2,3,2,400.72857666015625,214.0468292236328,80.26756286621094
134755,248,1,3,3,2,3,2,400.72857666015625,214.0468292236328,80.26756286621094
134855,251,1,3,3,2,3,2,400.72857666015625,214.0468292236328,80.26756286621094
134955,252,1,3,3,2,3,2,400.72857666015625,373.33331298828125,93.33332824707031
135055,248,1,3,3,2,3,2,400.72857666015625,373.33331298828125,93.33332824707031
135155,260,1,3,3,2,3,2,400.72857666015625,373.33331298828125,93.33332824707031
135255,267,1,3,3,2,3,2,400.72857666015625,373.33331298828125,93.33332824707031
135355,242,1,3,3,2,3,2,400.72857666015625,373.33331298828125,93.33332824707031
135455,249,1,3,3,2,3,2,400.72857666015625,373.33331298828125,93.33332824707031
135555,248,1,3,3,2,3,2,400.72857666015625,399.9999694824219,360.0
135655,254,1,3,3,2,3,2,400.72857666015625,399.9999694824219,360.0
135755,252,1,3,3,2,3,2,697.272705078125,399.9999694824219,360.0
135855,258,1,3,3,2,3,2,697.272705078125,399.9999694824219,360.0
135955,262,1,3,3,2,3,2,697.272705078125,399.9999694824219,360.0
136055,272,1,3,3,2,3,2,697.272705078125,399.9999694824219,360.0
136155,277,1,3,3,2,3,2,697.272705078125,399.9999694824219,384.9999694824219
136255,287,1,3,3,2,3,2,697.272705078125,399.9999694824219,384.9999694824219
136355,303,1,3,3,2,3,2,697.272705078125,399.9999694824219,384.9999694824219
136455,296,1,3,3,2,3,2,697.272705078125,399.9999694824219,384.9999694824219
136555,307,1,3,3,2,3,2,697.272705078125,399.9999694824219,384.9999694824219
136655,317,1,3,3,2,3,2,697.272705078125,399.9999694824219,384.9999694824219
136755,326,1,3,3,2,3,2,697.272705078125,386.6666564941406,399.9999694824219
136855,333,1,3,3,2,3,2,770.9090576171875,386.6666564941406,399.9999694824219
136955,344,1,3,3,2,3,2,770.9090576171875,386.6666564941406,399.9999694824219
137055,347,1,3,3,2,3,2,770.9090576171875,386.6666564941406,399.9999694824219
137155,357,1,3,3,2,3,2,770.9090576171875,386.6666564941406,399.9999694824219
137255,368,1,3,3,2,3,2,770.9090576171875,386.6666564941406,399.9999694824219
137355,365,1,3,3,2,3,2,770.9090576171875,199.99998474121094,386.6666564941406
137455,378,1,3,3,2,3,2,770.9090576171875,199.99998474121094,386.6666564941406
137555,269,1,3,3,2,3,2,770.9090576171875,199.99998474121094,386.6666564941406
137658,263,1,3,3,2,3,2,770.9090576171875,199.99998474121094,386.6666564941406
137757,247,1,3,3,2,3,2,770.9090576171875,199.99998474121094,386.6666564941406
137855,253,1,3,3,2,3,2,770.9090576171875,199.99998474121094,386.6666564941406
137957,246,1,3,3,2,3,2,682.3956298828125,411.96014404296875,358.8039855957031
138057,251,1,3,3,2,3,2,682.3956298828125,411.96014404296875,358.8039855957031
138156,250,1,3,3,2,3,2,682.3956298828125,411.96014404296875,358.8039855957031
138256,244,1,3,3,2,3,2,682.3956298828125,411.96014404296875,358.8039855957031
138356,242,1,3,3,2,3,2,682.3956298828125,411.96014404296875,358.8039855957031
138456,242,1,3,3,2,3,2,682.3956298828125,411.96014404296875,358.8039855957031
138556,248,1,3,3,2,3,2,682.3956298828125,400.66778564453125,400.66778564453125
138655,238,1,3,3,2,3,2,682.3956298828125,400.66778564453125,400.66778564453125
138755,246,1,3,3,2,3,2,682.3956298828125,400.66778564453125,400.66778564453125
138855,252,1,3,3,2,3,2,682.3956298828125,400.66778564453125,400.66778564453125
138955,250,1,3,3,2,3,2,682.3956298828125,400.66778564453125,400.66778564453125
139055,242,1,3,3,2,3,2,801.4571533203125,400.66778564453125,400.66778564453125
139155,243,1,3,3,2,3,2,801.4571533203125,400.66778564453125,400.66778564453125
139255,244,1,3,3,2,3,2,801.4571533203125,400.66778564453125,400.66778564453125
139355,245,1,3,3,2,3,2,801.4571533203125,400.66778564453125,400.66778564453125
139455,236,1,3,3,2,3,2,801.4571533203125,400.66778564453125,400.66778564453125
139555,236,1,3,3,2,3,2,801.4571533203125,400.66778564453125,400.66778564453125
139655,235,1,3,3,2,3,2,801.4571533203125,400.66778564453125,400.66778564453125
139755,238,1,3,3,2,3,2,801.4571533203125,360.0,293.33331298828125
139855,217,1,3,3,2,3,2,801.4571533203125,360.0,293.33331298828125
139955,218,1,3,3,2,3,2,801.4571533203125,360.0,293.33331298828125
140055,217,1,3,3,2,3,2,801.4571533203125,360.0,293.33331298828125
140155,215,1,3,3,2,3,2,581.8181762695312,360.0,293.33331298828125
140257,216,1,3,3,2,3,2,581.8181762695312,207.17132568359375,286.85260009765625
140356,218,1,3,3,2,3,2,581.8181762695312,207.17132568359375,286.85260009765625
140456,218,1,3,3,2,3,2,581.8181762695312,207.17132568359375,286.85260009765625
140556,217,1,3,3,2,3,2,581.8181762695312,207.17132568359375,286.85260009765625
140655,218,1,3,3,2,3,2,581.8181762695312,207.17132568359375,286.85260009765625
140755,217,1,3,3,2,3,2,581.8181762695312,207.17132568359375,286.85260009765625
140855,215,1,3,3,2,3,2,581.8181762695312,401.3377990722656,401.3377990722656
140955,216,1,3,3,2,3,2,581.8181762695312,401.3377990722656,401.3377990722656
141055,218,1,3,3,2,3,2,581.8181762695312,401.3377990722656,401.3377990722656
141155,218,1,3,3,2,3,2,581.8181762695312,401.3377990722656,401.3377990722656
141255,218,1,3,3,2,3,2,800.0,401.3377990722656,401.3377990722656
141355,216,1,3,3,2,3,2,800.0,401.3377990722656,401.3377990722656
141455,217,1,3,3,2,3,2,800.0,399.9999694824219,373.33331298828125
141555,217,1,3,3,2,3,2,800.0,399.9999694824219,373.33331298828125
141655,216,1,3,3,2,3,2,800.0,399.9999694824219,373.33331298828125
141755,216,1,3,3,2,3,2,800.0,399.9999694824219,373.33331298828125
141855,215,1,3,3,2,3,2,800.0,399.9999694824219,373.33331298828125
141955,216,1,3,3,2,3,2,800.0,399.9999694824219,373.33331298828125
142055,215,1,3,3,2,3,2,800.0,213.3333282470703,253.3333282470703
142155,216,1,3,3,2,3,2,800.0,213.3333282470703,253.3333282470703
142255,216,1,3,3,2,3,2,800.0,213.3333282470703,253.3333282470703
142355,279,1,3,3,2,3,2,472.7272644042969,213.3333282470703,253.3333282470703
142455,280,1,3,3,2,3,2,472.7272644042969,213.3333282470703,253.3333282470703
142555,276,1,3,3,2,3,2,472.7272644042969,213.3333282470703,253.3333282470703
142655,274,1,3,3,2,3,2,472.7272644042969,226.66665649414062,253.3333282470703
142755,280,1,3,3,2,3,2,472.7272644042969,226.66665649414062,253.3333282470703
142855,282,1,3,3,2,3,2,472.7272644042969,226.66665649414062,253.3333282470703
142955,280,1,3,3,2,3,2,472.7272644042969,226.66665649414062,253.3333282470703
143055,280,1,3,3,2,3,2,472.7272644042969,226.66665649414062,253.3333282470703
143155,282,1,3,3,2,3,2,472.7272644042969,226.66665649414062,253.3333282470703
143255,279,1,3,3,2,3,2,472.7272644042969,399.9999694824219,399.9999694824219
143355,280,1,3,3,2,3,2,472.7272644042969,399.9999694824219,399.9999694824219
143455,274,1,3,3,2,3,2,741.8181762695312,399.9999694824219,399.9999694824219
143555,279,1,3,3,2,3,2,741.8181762695312,399.9999694824219,399.9999694824219
143655,275,1,3,3,2,3,2,741.8181762695312,399.9999694824219,399.9999694824219
143755,275,1,3,3,2,3,2,741.8181762695312,399.9999694824219,399.9999694824219
143855,280,1,3,3,2,3,2,741.8181762695312,399.9999694824219,346.6666564941406
143955,280,1,3,3,2,3,2,741.8181762695312,399.9999694824219,346.6666564941406
144055,280,1,3,3,2,3,2,741.8181762695312,399.9999694824219,346.6666564941406
144155,281,1,3,3,2,3,2,741.8181762695312,399.9999694824219,346.6666564941406
144255,276,1,3,3,2,3,2,741.8181762695312,399.9999694824219,346.6666564941406
144355,275,1,3,3,2,3,2,741.8181762695312,399.9999694824219,346.6666564941406
144455,279,1,3,3,2,3,2,741.8181762695312,239.99998474121094,253.3333282470703
144555,275,1,3,3,2,3,2,618.1818237304688,239.99998474121094,253.3333282470703
144655,282,1,3,3,2,3,2,618.1818237304688,239.99998474121094,253.3333282470703
144755,270,1,3,3,2,3,2,618.1818237304688,239.99998474121094,253.3333282470703
144855,280,1,3,3,2,3,2,618.1818237304688,239.99998474121094,253.3333282470703
144955,283,1,3,3,2,3,2,618.1818237304688,239.99998474121094,253.3333282470703
145055,275,1,3,3,2,3,2,618.1818237304688,399.9999694824219,399.9999694824219
145155,287,1,3,3,2,3,2,618.1818237304688,399.9999694824219,399.9999694824219
145255,285,1,3,3,2,3,2,618.1818237304688,399.9999694824219,399.9999694824219
145355,290,1,3,3,2,3,2,618.1818237304688,399.9999694824219,399.9999694824219
145455,287,1,3,3,2,3,2,618.1818237304688,399.9999694824219,399.9999694824219
145555,300,1,3,3,2,3,2,618.1818237304688,399.9999694824219,399.9999694824219
145655,303,1,3,3,2,3,2,792.7272338867188,399.9999694824219,386.6666564941406
145755,308,1,3,3,2,3,2,792.7272338867188,399.9999694824219,386.6666564941406
145855,234,1,3,3,2,3,2,792.7272338867188,399.9999694824219,386.6666564941406
145955,245,1,3,3,2,3,2,792.7272338867188,399.9999694824219,386.6666564941406
146057,242,1,3,3,2,3,2,792.7272338867188,399.9999694824219,386.6666564941406
146157,239,1,3,3,2,3,2,792.7272338867188,414.3426513671875,398.4064025878906
146257,242,1,3,3,2,3,2,792.7272338867188,414.3426513671875,398.4064025878906
146357,232,1,3,3,2,3,2,792.7272338867188,414.3426513671875,398.4064025878906
146456,236,1,3,3,2,3,2,792.7272338867188,414.3426513671875,398.4064025878906
146556,239,1,3,3,2,3,2,792.7272338867188,414.3426513671875,398.4064025878906
146656,244,1,3,3,2,3,2,791.208740234375,414.3426513671875,398.4064025878906
146756,250,1,3,3,2,3,2,791.208740234375,387.31219482421875,387.31219482421875
146855,243,1,3,3,2,3,2,791.208740234375,387.31219482421875,387.31219482421875
146955,244,1,3,3,2,3,2,791.208740234375,387.31219482421875,387.31219482421875
147055,248,1,3,3,2,3,2,791.208740234375,387.31219482421875,387.31219482421875
147155,247,1,3,3,2,3,2,791.208740234375,387.31219482421875,387.31219482421875
147255,247,1,3,3,2,3,2,791.208740234375,387.31219482421875,387.31219482421875
147355,240,1,3,3,2,3,2,791.208740234375,387.31219482421875,400.66778564453125
147455,248,1,3,3,2,3,2,791.208740234375,387.31219482421875,400.66778564453125
147555,255,1,3,3,2,3,2,791.208740234375,387.31219482421875,400.66778564453125
147655,258,1,3,3,2,3,2,791.208740234375,387.31219482421875,400.66778564453125
147755,245,1,3,3,2,3,2,793.4486083984375,387.31219482421875,400.66778564453125
147855,265,1,3,3,2,3,2,793.4486083984375,387.31219482421875,400.66778564453125
147955,259,1,3,3,2,3,2,793.4486083984375,399.9999694824219,386.6666564941406
148055,269,1,3,3,2,3,2,793.4486083984375,399.9999694824219,386.6666564941406
148155,255,1,3,3,2,3,2,793.4486083984375,399.9999694824219,386.6666564941406
148255,258,1,3,3,2,3,2,793.4486083984375,399.9999694824219,386.6666564941406
148355,266,1,3,3,2,3,2,793.4486083984375,399.9999694824219,386.6666564941406
148455,272,1,3,3,2,3,2,793.4486083984375,399.9999694824219,386.6666564941406
148555,275,1,3,3,2,3,2,793.4486083984375,320.0,399.9999694824219
148655,286,1,3,3,2,3,2,793.4486083984375,320.0,399.9999694824219
148755,286,1,3,3,2,3,2,793.4486083984375,320.0,399.9999694824219
148855,306,1,3,3,2,3,2,596.3636474609375,320.0,399.9999694824219
148955,314,1,3,3,2,3,2,596.3636474609375,320.0,399.9999694824219
149056,322,1,2,2,2,3,2,596.3636474609375,79.84032440185547,223.5529022216797
149155,330,1,2,2,2,3,2,596.3636474609375,79.84032440185547,223.5529022216797
149255,353,1,3,3,2,3,2,596.3636474609375,79.84032440185547,223.5529022216797
149355,363,1,3,3,2,3,2,596.3636474609375,79.84032440185547,223.5529022216797
149455,382,1,3,3,2,3,2,596.3636474609375,79.84032440185547,223.5529022216797
149555,383,1,3,3,2,3,2,596.3636474609375,79.84032440185547,223.5529022216797
149655,393,1,3,3,2,3,2,596.3636474609375,400.66778564453125,387.31219482421875
149755,407,1,3,3,2,3,2,596.3636474609375,400.66778564453125,387.31219482421875
149855,409,1,3,3,2,3,2,596.3636474609375,400.66778564453125,387.31219482421875
149955,416,1,3,3,2,3,2,720.0,400.66778564453125,387.31219482421875
150055,430,1,3,3,2,3,2,720.0,400.66778564453125,387.31219482421875
150155,455,1,3,3,2,3,2,720.0,400.66778564453125,387.31219482421875
150255,445,1,3,3,2,3,2,720.0,399.9999694824219,386.6666564941406
150355,442,1,3,3,2,3,2,720.0,399.9999694824219,386.6666564941406
150455,446,1,3,3,2,3,2,720.0,399.9999694824219,386.6666564941406
150555,469,1,3,3,2,3,2,720.0,399.9999694824219,386.6666564941406
150655,482,1,3,3,2,3,2,720.0,399.9999694824219,386.6666564941406
150755,508,1,3,3,2,3,2,720.0,399.9999694824219,386.6666564941406
150855,223,1,3,3,2,3,2,720.0,320.0,119.99999237060547
150955,231,1,3,3,2,3,2,720.0,320.0,119.99999237060547
151055,224,1,3,3,2,3,2,509.0909118652344,320.0,119.99999237060547
151155,221,1,3,3,2,3,2,509.0909118652344,320.0,119.99999237060547
151255,219,1,3,3,2,3,2,509.0909118652344,320.0,119.99999237060547
151355,222,1,3,3,2,3,2,509.0909118652344,320.0,119.99999237060547
151455,220,1,3,3,2,3,2,509.0909118652344,293.33331298828125,253.3333282470703
151555,212,1,3,3,2,3,2,509.0909118652344,293.33331298828125,253.3333282470703
151655,219,1,3,3,2,3,2,509.0909118652344,293.33331298828125,253.3333282470703
151755,216,1,3,3,2,3,2,509.0909118652344,293.33331298828125,253.3333282470703
151855,220,1,3,3,2,3,2,509.0909118652344,293.33331298828125,253.3333282470703
151955,205,1,3,3,2,3,2,509.0909118652344,293.33331298828125,253.3333282470703
152055,206,1,3,3,2,3,2,509.0909118652344,199.99998474121094,226.66665649414062
152155,209,1,3,3,2,3,2,538.1818237304688,199.99998474121094,226.66665649414062
152255,207,1,3,3,2,3,2,538.1818237304688,199.99998474121094,226.66665649414062
152355,199,1,3,3,2,3,2,538.1818237304688,199.99998474121094,226.66665649414062
152455,200,1,3,3,2,3,2,538.1818237304688,199.99998474121094,226.66665649414062
152555,201,1,3,3,2,3,2,538.1818237304688,199.99998474121094,226.66665649414062
152655,203,1,3,3,2,3,2,538.1818237304688,266.6666564941406,333.33331298828125
152755,203,1,3,3,2,3,2,538.1818237304688,266.6666564941406,333.33331298828125
152855,205,1,3,3,2,3,2,538.1818237304688,266.6666564941406,333.33331298828125
152955,205,1,2,2,2,3,2,538.1818237304688,266.6666564941406,333.33331298828125
153055,205,1,2,2,2,3,2,538.1818237304688,266.6666564941406,333.33331298828125
