timestamp,extrx.AltHold,extrx.Arm,extrx.thrust,extrx.roll,extrx.pitch,extrx.yawRate,extrx.zVel
2164723,0,0,0.0,0.0,0.0,0.0,0.0
2164823,0,0,0.0,0.0,0.0,0.0,0.0
2164923,0,0,0.0,0.0,0.0,0.0,0.0
2165024,0,0,0.0,0.0,0.0,0.0,0.0
2165124,0,0,0.0,0.0,0.0,0.0,0.0
2165224,0,0,0.0,0.0,0.0,0.0,0.0
2165324,0,0,0.0,0.0,0.0,0.0,0.0
2165423,0,0,0.0,0.0,0.0,0.0,0.0
2165523,0,0,0.0,0.0,0.0,0.0,0.0
2165623,0,0,0.0,0.0,0.0,0.0,0.0
2165723,0,0,0.0,0.0,0.0,0.0,0.0
2165823,0,0,0.0,0.0,0.0,0.0,0.0
2165923,0,0,0.0,0.0,0.0,0.0,0.0
2166023,0,0,0.0,0.0,0.0,0.0,0.0
2166123,0,0,0.0,0.0,0.0,0.0,0.0
2166223,0,0,0.0,0.0,0.0,0.0,0.0
2166323,0,0,0.0,0.0,0.0,0.0,0.0
2166423,0,0,0.0,0.0,0.0,0.0,0.0
2166523,0,0,0.0,0.0,0.0,0.0,0.0
2166623,0,0,0.0,0.0,0.0,0.0,0.0
2166723,0,0,0.0,0.0,0.0,0.0,0.0
2166823,0,0,0.0,0.0,0.0,0.0,0.0
2166923,0,0,0.0,0.0,0.0,0.0,0.0
2167023,0,0,0.0,0.0,0.0,0.0,0.0
2167123,0,0,0.0,0.0,0.0,0.0,0.0
2167223,0,0,0.0,0.0,0.0,0.0,0.0
2167323,0,0,0.0,0.0,0.0,0.0,0.0
2167423,0,0,0.0,0.0,0.0,0.0,0.0
2167523,0,0,0.0,0.0,0.0,0.0,0.0
2167623,0,0,0.0,0.0,0.0,0.0,0.0
2167723,0,0,0.0,0.0,0.0,0.0,0.0
2167823,0,0,0.0,0.0,0.0,0.0,0.0
2167923,0,0,0.0,0.0,0.0,0.0,0.0
2168023,0,0,0.0,0.0,0.0,0.0,0.0
2168123,0,0,0.0,0.0,0.0,0.0,0.0
2168223,0,0,0.0,0.0,0.0,0.0,0.0
2168323,0,0,0.0,0.0,0.0,0.0,0.0
2168423,0,0,0.0,0.0,0.0,0.0,0.0
2168523,0,0,0.0,0.0,0.0,0.0,0.0
2168623,0,0,0.0,0.0,0.0,0.0,0.0
2168723,0,0,0.0,0.0,0.0,0.0,0.0
2168823,0,0,0.0,0.0,0.0,0.0,0.0
2168923,0,0,0.0,0.0,0.0,0.0,0.0
2169023,0,0,0.0,0.0,0.0,0.0,0.0
2169123,0,0,0.0,0.0,0.0,0.0,0.0
2169223,0,0,0.0,0.0,0.0,0.0,0.0
2169323,0,0,0.0,0.0,0.0,0.0,0.0
2169423,0,0,0.0,0.0,0.0,0.0,0.0
2169523,0,0,0.0,0.0,0.0,0.0,0.0
2169623,0,0,0.0,0.0,0.0,0.0,0.0
2169723,0,0,0.0,0.0,0.0,0.0,0.0
2169823,0,0,0.0,0.0,0.0,0.0,0.0
2169923,0,0,0.0,0.0,0.0,0.0,0.0
2170023,0,0,0.0,0.0,0.0,0.0,0.0
2170123,0,0,0.0,0.0,0.0,0.0,0.0
2170223,0,0,0.0,0.0,0.0,0.0,0.0
2170325,0,0,0.0,0.0,0.0,0.0,0.0
2170423,0,0,0.0,0.0,0.0,0.0,0.0
2170523,0,0,0.0,0.0,0.0,0.0,0.0
2170623,0,0,0.0,0.0,0.0,0.0,0.0
2170725,0,0,0.0,0.0,0.0,0.0,0.0
2170825,0,0,0.0,0.0,0.0,0.0,0.0
2170925,0,0,0.0,0.0,0.0,0.0,0.0
2171023,0,0,0.0,0.0,0.0,0.0,0.0
2171124,0,0,0.0,0.0,0.0,0.0,0.0
2171224,0,0,0.0,0.0,0.0,0.0,0.0
2171324,0,0,0.0,0.0,0.0,0.0,0.0
2171424,0,0,0.0,0.0,0.0,0.0,0.0
2171524,0,0,0.0,0.0,0.0,0.0,0.0
2171624,0,0,0.0,0.0,0.0,0.0,0.0
2171724,0,0,0.0,0.0,0.0,0.0,0.0
2171824,0,0,0.0,0.0,0.0,0.0,0.0
2171924,0,0,0.0,0.0,0.0,0.0,0.0
2172024,0,0,0.0,0.0,0.0,0.0,0.0
2172124,0,0,0.0,0.0,0.0,0.0,0.0
2172224,0,0,0.0,0.0,0.0,0.0,0.0
2172323,0,0,0.0,0.0,0.0,0.0,0.0
2172423,0,0,0.0,0.0,0.0,0.0,0.0
2172523,0,0,0.0,0.0,0.0,0.0,0.0
2172623,0,0,0.0,0.0,0.0,0.0,0.0
2172723,0,0,0.0,0.0,0.0,0.0,0.0
2172823,0,0,0.0,0.0,0.0,0.0,0.0
2172923,0,0,0.0,0.0,0.0,0.0,0.0
2173024,0,0,0.0,0.0,0.0,0.0,0.0
2173123,0,0,0.0,0.0,0.0,0.0,0.0
2173223,0,0,0.0,0.0,0.0,0.0,0.0
2173323,0,0,0.0,0.0,0.0,0.0,0.0
2173423,0,0,0.0,0.0,0.0,0.0,0.0
2173523,0,0,0.0,0.0,0.0,0.0,0.0
2173625,0,0,0.0,0.0,0.0,0.0,0.0
2173724,0,0,0.0,0.0,0.0,0.0,0.0
2173823,0,0,0.0,0.0,0.0,0.0,0.0
2173923,0,0,0.0,0.0,0.0,0.0,0.0
2174023,0,0,0.0,0.0,0.0,0.0,0.0
2174123,0,0,0.0,0.0,0.0,0.0,0.0
2174223,0,0,0.0,0.0,0.0,0.0,0.0
2174323,0,0,0.0,0.0,0.0,0.0,0.0
2174423,0,0,0.0,0.0,0.0,0.0,0.0
2174523,0,0,0.0,0.0,0.0,0.0,0.0
2174623,0,0,0.0,0.0,0.0,0.0,0.0
2174723,0,0,0.0,0.0,0.0,0.0,0.0
2174823,0,0,0.0,0.0,0.0,0.0,0.0
2174923,0,0,0.0,0.0,0.0,0.0,0.0
2175023,0,0,0.0,0.0,0.0,0.0,0.0
2175123,0,0,0.0,0.0,0.0,0.0,0.0
