timestamp,outlierf.lhWin,outlierf.bucket0,outlierf.bucket1,outlierf.bucket2,outlierf.bucket3,outlierf.bucket4
131505,40,0,0,0,0,0
131605,40,0,0,0,0,0
131705,40,0,0,0,0,0
131805,40,0,0,0,0,0
131905,40,0,0,0,0,0
132005,40,0,0,0,0,0
132105,40,0,0,0,0,0
132205,40,0,0,0,0,0
132305,40,0,0,0,0,0
132405,40,0,0,0,0,0
132505,40,0,0,0,0,0
132605,40,0,0,0,0,0
132705,40,0,0,0,0,0
132805,40,0,0,0,0,0
132905,40,0,0,0,0,0
133005,40,0,0,0,0,0
133105,40,0,0,0,0,0
133205,40,0,0,0,0,0
133305,40,0,0,0,0,0
133405,40,0,0,0,0,0
133505,40,0,0,0,0,0
133605,40,0,0,0,0,0
133705,40,0,0,0,0,0
133805,40,0,0,0,0,0
133905,40,0,0,0,0,0
134005,40,0,0,0,0,0
134105,40,0,0,0,0,0
134205,40,0,0,0,0,0
134305,40,0,0,0,0,0
134405,40,0,0,0,0,0
134508,40,0,0,0,0,0
134607,40,0,0,0,0,0
134707,40,0,0,0,0,0
134807,40,0,0,0,0,0
134906,40,0,0,0,0,0
135006,40,0,0,0,0,0
135106,40,0,0,0,0,0
135206,40,0,0,0,0,0
135305,40,0,0,0,0,0
135405,40,0,0,0,0,0
135505,40,0,0,0,0,0
135605,40,0,0,0,0,0
135705,40,0,0,0,0,0
135805,40,0,0,0,0,0
135905,40,0,0,0,0,0
136005,40,0,0,0,0,0
136105,40,0,0,0,0,0
136205,40,0,0,0,0,0
136305,40,0,0,0,0,0
136405,40,0,0,0,0,0
136505,40,0,0,0,0,0
136605,40,0,0,0,0,0
136705,40,0,0,0,0,0
136805,40,0,0,0,0,0
136905,40,0,0,0,0,0
137005,40,0,0,0,0,0
137105,40,0,0,0,0,0
137205,40,0,0,0,0,0
137305,40,0,0,0,0,0
137405,40,0,0,0,0,0
137505,40,0,0,0,0,0
137605,40,0,0,0,0,0
137705,40,0,0,0,0,0
137805,40,0,0,0,0,0
137905,40,0,0,0,0,0
138005,40,0,0,0,0,0
138105,40,0,0,0,0,0
138205,40,0,0,0,0,0
138305,40,0,0,0,0,0
138405,40,0,0,0,0,0
138505,40,0,0,0,0,0
138605,40,0,0,0,0,0
138705,40,0,0,0,0,0
138805,40,0,0,0,0,0
138905,40,0,0,0,0,0
139005,40,0,0,0,0,0
139105,40,0,0,0,0,0
139205,40,0,0,0,0,0
139305,40,0,0,0,0,0
139405,40,0,0,0,0,0
139505,40,0,0,0,0,0
139605,40,0,0,0,0,0
139705,40,0,0,0,0,0
139805,40,0,0,0,0,0
139905,40,0,0,0,0,0
140005,40,0,0,0,0,0
140105,40,0,0,0,0,0
140205,40,0,0,0,0,0
140305,40,0,0,0,0,0
140405,40,0,0,0,0,0
140505,40,0,0,0,0,0
140605,40,0,0,0,0,0
140705,40,0,0,0,0,0
140805,40,0,0,0,0,0
140905,40,0,0,0,0,0
141005,40,0,0,0,0,0
141105,40,0,0,0,0,0
141205,40,0,0,0,0,0
141305,40,0,0,0,0,0
141405,40,0,0,0,0,0
141505,40,0,0,0,0,0
141605,40,0,0,0,0,0
141705,40,0,0,0,0,0
141805,40,0,0,0,0,0
141907,40,0,0,0,0,0
142007,40,0,0,0,0,0
142107,40,0,0,0,0,0
142205,40,0,0,0,0,0
142307,40,0,0,0,0,0
142406,40,0,0,0,0,0
142506,0,0,0,0,0,0
142606,40,0,0,0,0,0
142706,40,0,0,0,0,0
142805,40,0,0,0,0,0
142905,40,0,0,0,0,0
143005,40,0,0,0,0,0
143105,40,0,0,0,0,0
143205,40,0,0,0,0,0
143305,40,0,0,0,0,0
143405,40,0,0,0,0,0
143505,40,0,0,0,0,0
143605,40,0,0,0,0,0
143705,40,0,0,0,0,0
143805,40,0,0,0,0,0
143905,40,0,0,0,0,0
144005,40,0,0,0,0,0
144105,40,0,0,0,0,0
144205,40,0,0,0,0,0
144305,40,0,0,0,0,0
144405,40,0,0,0,0,0
144505,40,0,0,0,0,0
144605,40,0,0,0,0,0
144705,40,0,0,0,0,0
144805,40,0,0,0,0,0
144905,40,0,0,0,0,0
145005,40,0,0,0,0,0
145105,40,0,0,0,0,0
145207,40,0,0,0,0,0
145307,40,0,0,0,0,0
145407,40,0,0,0,0,0
145507,40,0,0,0,0,0
145607,40,0,0,0,0,0
145706,40,0,0,0,0,0
145807,40,0,0,0,0,0
145907,40,0,0,0,0,0
146006,40,0,0,0,0,0
146106,40,0,0,0,0,0
146206,40,0,0,0,0,0
146306,40,0,0,0,0,0
146407,40,0,0,0,0,0
146506,40,0,0,0,0,0
146606,40,0,0,0,0,0
146706,40,0,0,0,0,0
146806,40,0,0,0,0,0
146906,40,0,0,0,0,0
147006,40,0,0,0,0,0
147106,40,0,0,0,0,0
147206,40,0,0,0,0,0
147306,40,0,0,0,0,0
147406,40,0,0,0,0,0
147506,40,0,0,0,0,0
147606,40,0,0,0,0,0
147706,40,0,0,0,0,0
147806,40,0,0,0,0,0
147906,40,0,0,0,0,0
148006,40,0,0,0,0,0
148106,40,0,0,0,0,0
148206,40,0,0,0,0,0
148306,40,0,0,0,0,0
148406,40,0,0,0,0,0
148506,40,0,0,0,0,0
148606,40,0,0,0,0,0
148705,40,0,0,0,0,0
148805,40,0,0,0,0,0
148906,40,0,0,0,0,0
149006,40,0,0,0,0,0
149106,40,0,0,0,0,0
149206,40,0,0,0,0,0
149305,40,0,0,0,0,0
149406,40,0,0,0,0,0
149506,40,0,0,0,0,0
149606,40,0,0,0,0,0
149707,40,0,0,0,0,0
149807,40,0,0,0,0,0
149907,40,0,0,0,0,0
150007,40,0,0,0,0,0
150107,40,0,0,0,0,0
150207,40,0,0,0,0,0
150307,40,0,0,0,0,0
150405,40,0,0,0,0,0
150505,40,0,0,0,0,0
150606,40,0,0,0,0,0
150707,40,0,0,0,0,0
150805,40,0,0,0,0,0
150905,40,0,0,0,0,0
151007,40,0,0,0,0,0
151106,40,0,0,0,0,0
151206,40,0,0,0,0,0
151307,40,0,0,0,0,0
151406,40,0,0,0,0,0
151506,40,0,0,0,0,0
151605,40,0,0,0,0,0
151705,40,0,0,0,0,0
151805,40,0,0,0,0,0
151906,40,0,0,0,0,0
152005,40,0,0,0,0,0
152105,40,0,0,0,0,0
152205,40,0,0,0,0,0
152305,40,0,0,0,0,0
152405,40,0,0,0,0,0
152505,40,0,0,0,0,0
152605,40,0,0,0,0,0
152705,40,0,0,0,0,0
152805,40,0,0,0,0,0
152905,40,0,0,0,0,0
153005,40,0,0,0,0,0
153105,40,0,0,0,0,0
