timestamp,stabilizer.roll,stabilizer.pitch,stabilizer.yaw,stabilizer.thrust,stabilizer.rtStab,stabilizer.intToOut
308292,-1.7748074531555176,-0.27160969376564026,-4.432239055633545,0.0,989.70458984375,527
308392,-1.6669102907180786,-0.3707689940929413,-4.40187406539917,0.0,989.70458984375,537
308491,-1.6938321590423584,-0.3244316875934601,-4.395065784454346,0.0,989.70458984375,511
308592,-1.7376854419708252,-0.21728426218032837,-4.384181022644043,0.0,989.70458984375,526
308692,-1.7804819345474243,-0.3210151195526123,-4.396595001220703,0.0,989.70458984375,523
308791,-1.7105307579040527,-0.3183457851409912,-4.420203685760498,0.0,989.70458984375,507
308892,-1.8064205646514893,-0.5322339534759521,-4.418570518493652,0.0,999.9999389648438,527
308992,-1.9620636701583862,-0.28464168310165405,-4.42157506942749,0.0,999.9999389648438,519
309092,-1.8863959312438965,-0.43807950615882874,-4.38605260848999,0.0,999.9999389648438,526
309191,-1.733451247215271,-0.3882489800453186,-4.398244380950928,0.0,999.9999389648438,515
309291,-1.7304832935333252,-0.39148351550102234,-4.434449195861816,35987.51953125,999.9999389648438,506
309391,-1.0222736597061157,-1.0848734378814697,-4.687800407409668,36306.5078125,999.9999389648438,511
309491,-0.32668906450271606,-1.9189289808273315,-4.896176338195801,37870.3203125,1000.0000610351562,507
309592,0.44705942273139954,-0.4754330515861511,-4.7554240226745605,40674.62890625,1000.0000610351562,513
309691,1.3204636573791504,5.303008079528809,-3.332266092300415,43970.1484375,1000.0000610351562,524
309791,-0.27823078632354736,2.1858386993408203,-0.6077740788459778,45861.8125,1000.0000610351562,527
309891,1.0883716344833374,1.0670770406723022,2.1642005443573,45592.4375,1000.0000610351562,525
309991,-0.8035780787467957,-1.5821051597595215,3.9446752071380615,44379.359375,1000.0000610351562,517
310091,-0.68844074010849,-2.0476527214050293,4.919707775115967,41949.8671875,998.3333129882812,517
310191,-0.3393849730491638,-2.600714683532715,5.159718990325928,39230.8515625,998.3333129882812,518
310291,-0.6325667500495911,-3.2494475841522217,4.760389804840088,37852.92578125,998.3333129882812,529
310391,-0.616156280040741,-3.318967819213867,4.278079986572266,37526.09765625,998.3333129882812,517
310491,-0.5874135494232178,-3.6683411598205566,3.8217825889587402,38085.515625,998.3333129882812,517
310591,-0.7792041301727295,-3.668678045272827,3.495143413543701,38857.65625,998.3333129882812,518
310691,-0.12723901867866516,-3.1672163009643555,3.2208003997802734,36747.9765625,999.9999389648438,518
310791,0.18107008934020996,-1.461121916770935,3.091460943222046,40999.4765625,999.9999389648438,520
310891,-0.5875186920166016,-1.028852939605713,3.0657598972320557,42185.61328125,999.9999389648438,524
310991,-1.531828761100769,-0.4601585268974304,3.1823601722717285,40729.77734375,999.9999389648438,516
311091,-1.5506227016448975,0.38335859775543213,3.244520902633667,39736.03515625,999.9999389648438,517
311192,-1.1846407651901245,0.9976258873939514,3.146190643310547,37590.07421875,1000.0,508
311292,1.26953125,2.0870041847229004,2.947514057159424,37554.84375,1000.0,507
311391,2.564727544784546,3.333383560180664,2.6866202354431152,39284.921875,1000.0,522
311491,2.932398557662964,3.6022987365722656,2.4556736946105957,40918.26953125,1000.0,526
311591,2.530898094177246,2.308790445327759,2.4309728145599365,41736.54296875,1000.0,524
311692,2.0916078090667725,0.5562146902084351,2.6014249324798584,43545.890625,1000.0,523
311792,-0.4218448996543884,-4.7253570556640625,2.8528239727020264,41223.5625,998.3333129882812,538
311891,-0.3219294548034668,-5.860050201416016,2.867766857147217,41777.04296875,998.3333129882812,511
311992,1.4052295684814453,-5.1140055656433105,2.759202241897583,38797.49609375,998.3333129882812,519
312092,1.9021164178848267,-3.511730670928955,2.4577255249023438,40507.53125,998.3333129882812,523
312191,1.192325234413147,-2.825392484664917,2.2995522022247314,39633.93359375,998.3333129882812,525
312291,0.47157517075538635,-2.0354394912719727,2.0830495357513428,39465.77734375,998.3333129882812,541
312392,-0.08168777823448181,-1.5384453535079956,1.8485827445983887,38951.5703125,999.9999389648438,529
312491,-0.7407456040382385,-1.6165212392807007,1.6300700902938843,39962.765625,999.9999389648438,532
312591,-1.0520490407943726,-1.7805566787719727,1.4639643430709839,40110.90625,999.9999389648438,514
312691,-1.152819275856018,-1.9446115493774414,1.3544646501541138,39734.2734375,999.9999389648438,517
312791,-1.0027598142623901,-2.0865654945373535,1.3493419885635376,39747.84375,999.9999389648438,510
312891,-0.6959842443466187,-1.9775553941726685,1.3326870203018188,40191.43359375,999.9999389648438,518
312991,-0.30154135823249817,-1.7385711669921875,1.3315658569335938,40008.9609375,1000.0000610351562,506
313091,-0.029010294005274773,-1.3611178398132324,1.3561992645263672,40339.8984375,1000.0000610351562,512
313191,0.20824585855007172,-0.9291408061981201,1.3926982879638672,40183.94140625,1000.0000610351562,516
313291,0.272902250289917,-0.48142072558403015,1.3975510597229004,39643.98046875,1000.0000610351562,510
313392,0.31313708424568176,-0.2000560760498047,1.3731155395507812,39345.74609375,1000.0000610351562,531
313492,0.18996047973632812,0.2890562415122986,1.2635962963104248,40359.1484375,1000.0,529
313591,-0.12747912108898163,0.5333420634269714,1.1636708974838257,40543.1484375,1000.0,511
313692,-0.38099151849746704,0.8782240152359009,1.1071571111679077,41517.1328125,1000.0,538
313791,-0.4650232791900635,1.0231629610061646,1.1197713613510132,42014.328125,1000.0,511
313892,-0.5209192633628845,1.2317057847976685,1.1636667251586914,41422.46875,1000.0,525
313991,-0.37623831629753113,0.61551833152771,1.1163935661315918,39839.19921875,1000.0,532
314092,-1.1366081237792969,2.955397605895996,0.9855630397796631,39244.97265625,998.3333129882812,545
314192,-1.2393834590911865,3.8958580493927,0.8527511954307556,39098.73046875,998.3333129882812,519
314292,-1.0539427995681763,4.28425407409668,0.6286847591400146,39033.734375,998.3333129882812,514
314394,-0.9469836950302124,4.2935614585876465,0.3537057638168335,32550.994140625,998.3333129882812,516
314494,-1.507836103439331,-1.8324989080429077,0.11990372091531754,35391.75,998.3333129882812,519
314594,-0.7148038148880005,-2.243415594100952,0.12117859721183777,42134.26171875,1000.0000610351562,506
314693,-0.025604091584682465,-1.5991454124450684,0.07360418885946274,44255.171875,1000.0000610351562,510
314793,0.18088573217391968,-0.05933254212141037,0.29844236373901367,42973.4140625,1000.0000610351562,510
314893,0.5991402268409729,1.6388574838638306,0.5431761741638184,40630.1953125,1000.0000610351562,531
314993,0.7682386636734009,3.636293888092041,0.6509534120559692,40929.34765625,1000.0000610351562,517
315093,0.820231556892395,5.303325176239014,0.5579545497894287,40002.8203125,1000.0000610351562,517
315192,0.42521587014198303,6.515563488006592,0.42473798990249634,39296.53125,1000.0,505
315292,0.06815234571695328,6.654876232147217,0.3310328722000122,41034.140625,1000.0,505
315392,-0.2424556463956833,6.024554252624512,0.22773124277591705,40616.8125,1000.0,506
315492,-0.48846784234046936,4.741673946380615,0.12297940254211426,39381.4921875,1000.0,505
315591,-0.7270002961158752,3.036222457885742,-0.029284324496984482,36116.06640625,1000.0,521
315691,-0.7464515566825867,1.5706946849822998,-0.21027341485023499,34778.359375,1000.0,518
315792,-0.811114490032196,0.07874055206775665,-0.1399267315864563,32515.8359375,999.9999389648438,518
315891,-0.4336715638637543,-0.9100538492202759,-0.06129541993141174,32655.005859375,999.9999389648438,522
315991,0.057223301380872726,-1.8109424114227295,-0.06671727448701859,43213.83203125,999.9999389648438,542
316092,1.3869905471801758,-2.5090363025665283,0.034543510526418686,47867.94921875,999.9999389648438,540
316192,0.9646939635276794,-1.4762097597122192,0.45376700162887573,39742.53125,999.9999389648438,507
316291,0.7962744832038879,2.3375582695007324,0.7919008731842041,0.0,999.9999389648438,529
316391,3.9977333545684814,-1.5919573307037354,3.2674100399017334,0.0,998.33056640625,514
316491,-1.0078752040863037,-1.6435737609863281,5.499446392059326,0.0,998.33056640625,525
316591,-0.7815531492233276,1.6164274215698242,2.1411986351013184,0.0,998.33056640625,507
316691,-0.790303111076355,0.6373395323753357,4.047115802764893,0.0,998.33056640625,508
316791,-0.5575471520423889,0.4830838441848755,3.988816976547241,0.0,998.33056640625,512
316891,0.41052043437957764,-0.1319625973701477,3.995699644088745,0.0,998.33056640625,509
316991,0.4095315933227539,-0.1508217751979828,4.04145622253418,0.0,999.9999389648438,506
317091,0.21082034707069397,-0.06817866116762161,4.062128067016602,0.0,999.9999389648438,506
317191,0.4551272392272949,-0.13397939503192902,4.09735107421875,0.0,999.9999389648438,511
317291,0.25406646728515625,-0.18361185491085052,4.1083221435546875,0.0,999.9999389648438,506
317391,0.1464160829782486,-0.10348010808229446,4.09384822845459,0.0,999.9999389648438,511
317491,0.04486873373389244,-0.1721712350845337,4.09250545501709,0.0,999.9999389648438,506
317591,-0.030816935002803802,-0.21022233366966248,4.094886779785156,0.0,999.9999389648438,506
317691,-0.057556185871362686,-0.2447052299976349,4.107051372528076,0.0,999.9999389648438,507
317791,-0.05859215557575226,-0.21150386333465576,4.079851150512695,0.0,999.9999389648438,509
317891,-0.12828247249126434,-0.22389401495456696,4.085934638977051,0.0,999.9999389648438,510
317991,-0.2593219578266144,-0.2914058566093445,4.081457138061523,0.0,999.9999389648438,506
318091,-0.23346878588199615,-0.25269752740859985,4.089779376983643,0.0,999.9999389648438,507
318191,0.017994269728660583,-0.06527651846408844,4.066381931304932,0.0,999.9999389648438,515
318291,-0.028932182118296623,-0.24258111417293549,4.076550483703613,0.0,999.9999389648438,530
318391,-0.13109084963798523,-0.28935033082962036,4.052672863006592,0.0,999.9999389648438,521
318491,-0.2056737095117569,-0.2895759046077728,4.0319719314575195,0.0,999.9999389648438,513
318591,-0.21961690485477448,-0.28904664516448975,4.039178371429443,0.0,999.9999389648438,520
318691,-0.2312542051076889,-0.2821388840675354,4.053410530090332,0.0,999.9999389648438,519
318791,-0.08908453583717346,-0.24752500653266907,4.068039894104004,0.0,998.3333129882812,521
318891,-0.16242776811122894,-0.2643378674983978,4.0713653564453125,0.0,998.3333129882812,520
318991,-0.2879001200199127,-0.28157877922058105,4.0702409744262695,0.0,998.3333129882812,520
319091,-0.24432171881198883,-0.41710248589515686,4.075476169586182,0.0,998.3333129882812,520
319191,-0.3040003180503845,-0.29376354813575745,4.074946880340576,0.0,998.3333129882812,524
319291,-0.26258155703544617,-0.33573150634765625,4.089344024658203,0.0,998.3333129882812,519
319394,-0.2744936943054199,-0.24946175515651703,4.097197532653809,0.0,1000.0,510
319494,-0.23590674996376038,-0.2954999804496765,4.082818984985352,0.0,1000.0,507
319594,-0.3157167434692383,-0.23380973935127258,4.105224132537842,0.0,1000.0,506
319693,-0.2680967152118683,-0.26821714639663696,4.135041236877441,0.0,1000.0,521
319794,-0.2592536509037018,-0.3030058443546295,4.135063171386719,0.0,1000.0,506
319894,-0.36311104893684387,-0.20687401294708252,4.108809471130371,0.0,1000.0,509
319993,-0.13992679119110107,-0.3683345317840576,4.095118045806885,0.0,1000.0000610351562,528
320093,-0.24722228944301605,-0.2788689434528351,4.136533260345459,0.0,1000.0000610351562,525
320193,-0.2704719603061676,-0.3224695920944214,4.112839698791504,0.0,1000.0000610351562,525
