timestamp,ctrltarget.ax,ctrltarget.ay,ctrltarget.az,ctrltarget.roll,ctrltarget.pitch,ctrltarget.yaw
1975944,0.0,0.0,0.0,0.0,0.0,0.0
1976044,0.0,0.0,0.0,0.0,0.0,0.0
1976144,0.0,0.0,0.0,0.0,0.0,0.0
1976244,0.0,0.0,0.0,0.0,0.0,0.0
1976344,0.0,0.0,0.0,0.0,0.0,0.0
1976443,0.0,0.0,0.0,0.0,0.0,0.0
1976543,0.0,0.0,0.0,0.0,0.0,0.0
1976643,0.0,0.0,0.0,0.0,0.0,0.0
1976742,0.0,0.0,0.0,0.0,0.0,0.0
1976842,0.0,0.0,0.0,0.0,0.0,0.0
1976942,0.0,8.736994461244763e-11,1.304605484008789,0.0,0.0,-1.0780408382415771
1977042,0.0,2.305552970760516e-10,3.1730151176452637,0.0,0.0,-6.239655494689941
1977142,0.0,3.9765288284421274e-10,3.7240190505981445,0.0,0.0,-14.319624900817871
1977242,0.0,8.049683697386456e-10,2.5395686626434326,0.0,0.0,-21.6571102142334
1977345,0.0,1.96141325403687e-09,0.18897756934165955,0.0,0.0,-24.85049819946289
1977445,0.0,4.7080246368125245e-09,-2.2448344230651855,0.0,0.0,-22.447824478149414
1977545,0.0,1.0277283024606731e-08,-3.6538219451904297,0.0,0.0,-15.538961410522461
1977644,0.0,2.0319333771112724e-08,-3.36051082611084,0.0,0.0,-7.319393157958984
1977744,0.0,3.695652139867889e-08,-1.6080902814865112,0.0,0.0,-1.5588947534561157
1977844,0.0,6.282554210201852e-08,-0.033394236117601395,0.0,0.0,-0.003371189348399639
1977944,0.008532104082405567,1.7764203221304342e-05,-0.01795099303126335,0.0,0.0,-0.0014156963443383574
1978044,0.03255387395620346,6.75985065754503e-05,-0.016873959451913834,0.0,0.0,-0.0014104957226663828
1978143,0.06804078072309494,0.00014121763524599373,-0.015242605470120907,0.0,0.0,-0.0013971627922728658
1978243,0.11138453334569931,0.0002311359130544588,-0.013191135600209236,0.0,0.0,-0.0013729800703004003
1978344,0.15938661992549896,0.0003307177685201168,-0.010840308852493763,0.0,0.0,-0.0013360941084101796
1978443,0.20923985540866852,0.0004341395979281515,-0.008298003114759922,0.0,0.0,-0.0012854223605245352
1978543,0.25851017236709595,0.0005363516393117607,-0.005659761372953653,0.0,0.0,-0.0012205600505694747
1978642,0.30062931776046753,0.0006237280322238803,-0.0032727960497140884,0.0,0.0,-0.0011501918779686093
