timestamp,lighthouse.angle1x_3,lighthouse.angle1y_3,lighthouse.rawAngle0xlh2,lighthouse.rawAngle0ylh2,lighthouse.rawAngle1xlh2,lighthouse.rawAngle1ylh2
2153563,-0.15714462101459503,-0.8127449750900269,0.7387123107910156,0.16073322296142578,0.42511630058288574,-0.707144021987915
2153663,-0.1570725291967392,-0.8127239346504211,0.7387123107910156,0.16068077087402344,0.42512941360473633,-0.707078218460083
2153763,-0.1570725291967392,-0.8127239346504211,0.7387123107910156,0.16068077087402344,0.4251425266265869,-0.707078218460083
2153863,-0.15710535645484924,-0.8127109408378601,0.7387123107910156,0.16066789627075195,0.4251425266265869,-0.7071046829223633
2153963,-0.15707270801067352,-0.8126826286315918,0.7387645244598389,0.1607203483581543,0.425076961517334,-0.7070391178131104
2154063,-0.15706603229045868,-0.8127181529998779,0.7387645244598389,0.16073322296142578,0.42511630058288574,-0.707078218460083
2154163,-0.15706603229045868,-0.8127181529998779,0.7387123107910156,0.16073322296142578,0.4251558780670166,-0.7071175575256348
2154263,-0.15706603229045868,-0.8127181529998779,0.7387645244598389,0.16073322296142578,0.42512941360473633,-0.7070915699005127
2154363,-0.15705960988998413,-0.8127126097679138,0.7387123107910156,0.16068077087402344,0.4251425266265869,-0.7070651054382324
2154463,-0.1570858508348465,-0.8126940727233887,0.7387645244598389,0.16073322296142578,0.4251425266265869,-0.7071175575256348
2154563,-0.15712493658065796,-0.8127278685569763,0.7387645244598389,0.1607990264892578,0.42510294914245605,-0.7071175575256348
2154663,-0.15709176659584045,-0.8128234148025513,0.7386074066162109,0.16073322296142578,0.42493247985839844,-0.7068157196044922
2154763,-0.15716435015201569,-0.8127207159996033,0.7382926940917969,0.16060209274291992,0.4246699810028076,-0.7067761421203613
2154863,-0.15742778778076172,-0.8124831318855286,0.7380309104919434,0.1609821319580078,0.4238426685333252,-0.7065660953521729
2154963,-0.15742778778076172,-0.8124831318855286,0.7389218807220459,0.1636819839477539,0.4238426685333252,-0.7065660953521729
2155063,-0.15742778778076172,-0.8124831318855286,0.7398653030395508,0.16753435134887695,0.4238426685333252,-0.7065660953521729
2155163,-0.15887480974197388,-0.8058925271034241,0.7398653030395508,0.16753435134887695,0.41654157638549805,-0.7010118961334229
2155263,-0.15996050834655762,-0.7992238402366638,0.7432723045349121,0.2009744644165039,0.4078357219696045,-0.6935796737670898
2155363,-0.16123004257678986,-0.790702223777771,0.7436916828155518,0.2205648422241211,0.39656949043273926,-0.6839807033538818
2155463,-0.16256196796894073,-0.7810371518135071,0.7434818744659424,0.24046897888183594,0.384199857711792,-0.6729245185852051
2155563,-0.16395819187164307,-0.7713600993156433,0.7430624961853027,0.2588796615600586,0.37190937995910645,-0.6626560688018799
2155663,-0.16559278964996338,-0.7624748349189758,0.7425384521484375,0.274630069732666,0.36051177978515625,-0.6535036563873291
2155763,-0.16725654900074005,-0.7542847394943237,0.7415425777435303,0.2870783805847168,0.3499281406402588,-0.6452312469482422
2155863,-0.16895051300525665,-0.7465466856956482,0.7403895854949951,0.2948617935180664,0.33988285064697266,-0.6385476589202881
2155963,-0.1713428795337677,-0.7395378351211548,0.737978458404541,0.30288124084472656,0.33002161979675293,-0.6329014301300049
2156063,-0.17419947683811188,-0.732948899269104,0.7355148792266846,0.3066287040710449,0.32000279426574707,-0.6285154819488525
2156163,-0.17767098546028137,-0.7267076969146729,0.7325272560119629,0.30818843841552734,0.3099706172943115,-0.6254558563232422
2156263,-0.1791291981935501,-0.7241662740707397,0.7305879592895508,0.3082408905029297,0.3057291507720947,-0.6242480278015137
2156363,-0.1791291981935501,-0.7241662740707397,0.725975513458252,0.3064718246459961,0.3057291507720947,-0.6242480278015137
2156463,-0.1791291981935501,-0.7241662740707397,0.7241411209106445,0.3047947883605957,0.3057291507720947,-0.6242480278015137
2156563,-0.1953945755958557,-0.7091968655586243,0.7241411209106445,0.3047947883605957,0.273282527923584,-0.624786376953125
2156663,-0.1961103081703186,-0.7090286016464233,0.7241411209106445,0.3047947883605957,0.2723369598388672,-0.6252195835113525
2156763,-0.1961103081703186,-0.7090286016464233,0.7163310050964355,0.2934989929199219,0.2723369598388672,-0.6252195835113525
2156863,-0.1961103081703186,-0.7090286016464233,0.7114040851593018,0.2891225814819336,0.2723369598388672,-0.6252195835113525
2156963,-0.1961103081703186,-0.7090286016464233,0.7071061134338379,0.28500795364379883,0.2723369598388672,-0.6252195835113525
2157063,-0.1961103081703186,-0.7090286016464233,0.7052717208862305,0.2826099395751953,0.2723369598388672,-0.6252195835113525
2157163,-0.1961103081703186,-0.7090286016464233,0.704066276550293,0.28015947341918945,0.2723369598388672,-0.6252195835113525
2157263,-0.1961103081703186,-0.7090286016464233,0.704066276550293,0.28015947341918945,0.2723369598388672,-0.6252195835113525
2157363,-0.1961103081703186,-0.7090286016464233,0.7023365497589111,0.2660994529724121,0.2723369598388672,-0.6252195835113525
2157463,-0.2563684284687042,-0.6846377849578857,0.7009737491607666,0.2580537796020508,0.18111586570739746,-0.6574430465698242
2157566,-0.2911188006401062,-0.6764863729476929,0.698143482208252,0.24762344360351562,0.13444828987121582,-0.6811444759368896
2157663,-0.319429874420166,-0.6675301194190979,0.6934783458709717,0.23378562927246094,0.09438562393188477,-0.6988058090209961
2157765,-0.3518034815788269,-0.6579374074935913,0.6873984336853027,0.21562433242797852,0.04920196533203125,-0.7193558216094971
2157865,-0.38658037781715393,-0.6503516435623169,0.6818950176239014,0.19321680068969727,0.0025343894958496094,-0.7434642314910889
2157965,-0.4232064485549927,-0.6464120745658875,0.6786975860595703,0.16723299026489258,-0.04338479042053223,-0.7719061374664307
2158064,-0.4612159729003906,-0.6466866731643677,0.6793789863586426,0.13888978958129883,-0.08826661109924316,-0.8044447898864746
2158165,-0.5000627636909485,-0.6492932438850403,0.6837818622589111,0.10986518859863281,-0.13266253471374512,-0.8388347625732422
2158265,-0.5378679633140564,-0.6510863304138184,0.6894426345825195,0.08022499084472656,-0.1770322322845459,-0.8713209629058838
2158365,-0.572814404964447,-0.6498259902000427,0.6931116580963135,0.04940509796142578,-0.22077155113220215,-0.8985941410064697
2158463,-0.5792451500892639,-0.6490790247917175,0.691748857498169,0.01553201675415039,-0.22930669784545898,-0.9032292366027832
2158563,-0.5792451500892639,-0.6490790247917175,0.6841485500335693,-0.022572994232177734,-0.22930669784545898,-0.9032292366027832
2158665,-0.6483085751533508,-0.623615026473999,0.6841485500335693,-0.022572994232177734,-0.33319926261901855,-0.9409806728363037
2158765,-0.6632771492004395,-0.6084235906600952,0.6841485500335693,-0.022572994232177734,-0.36181163787841797,-0.9432919025421143
2158864,-0.6731044054031372,-0.5881351828575134,0.6841485500335693,-0.022572994232177734,-0.38731205463409424,-0.9388144016265869
2158964,-0.6795282959938049,-0.5649527311325073,0.6841485500335693,-0.022572994232177734,-0.40962159633636475,-0.9303841590881348
2159063,-0.6845226287841797,-0.5421578288078308,0.6841485500335693,-0.022572994232177734,-0.42927873134613037,-0.9215338230133057
2159163,-0.6897152066230774,-0.5222168564796448,0.5258045196533203,-0.2609672546386719,-0.4471501111984253,-0.9149551391601562
2159263,-0.6962806582450867,-0.507183849811554,0.4825625419616699,-0.3090050220489502,-0.4635770320892334,-0.9123685359954834
2159363,-0.7042511701583862,-0.498092383146286,0.4825625419616699,-0.3090050220489502,-0.47812604904174805,-0.9143249988555908
2159463,-0.7136163711547852,-0.49336057901382446,0.4270031452178955,-0.3995249271392822,-0.4919530153274536,-0.9197742938995361
2159563,-0.724023699760437,-0.4916217029094696,0.41379499435424805,-0.436359167098999,-0.505399227142334,-0.9275479316711426
2159663,-0.7349086999893188,-0.4918619692325592,0.4040062427520752,-0.47379636764526367,-0.5184645652770996,-0.936870813369751
2159763,-0.7457743287086487,-0.492372989654541,0.39560699462890625,-0.5114560127258301,-0.531070351600647,-0.9461414813995361
2159863,-0.7558916807174683,-0.4920375347137451,0.38690614700317383,-0.547346830368042,-0.5433741807937622,-0.9544403553009033
2159963,-0.7646889090538025,-0.4904729425907135,0.37732744216918945,-0.5798306465148926,-0.5547062158584595,-0.9610450267791748
2160063,-0.7714942097663879,-0.48807209730148315,0.367342472076416,-0.6073484420776367,-0.5640159845352173,-0.9655883312225342
2160163,-0.7753977179527283,-0.48614591360092163,0.357593297958374,-0.6287333965301514,-0.5696886777877808,-0.9678730964660645
2160263,-0.778802216053009,-0.4835645258426666,0.3494560718536377,-0.6434094905853271,-0.5749934911727905,-0.9694094657897949
2160363,-0.7795473337173462,-0.4823858141899109,0.3432188034057617,-0.6519138813018799,-0.5766874551773071,-0.9694228172302246
